"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Recommended Preperation","Hours","Lecture","Lab","Seminar","Tutorial","Breadth Requirement","Distribution Requirement","Delivery Format","Note"
"11","STA248H1","Statistics for Computer Scientists","An introduction to statistical inference and practice needed for computer science applications. Statistical models and parameters, estimators of parameters and their statistical properties, methods of estimation, confidence intervals, hypothesis testing, likelihood function, the linear model. Use of statistical computation for data analysis and simulation. ",3,"ECO220Y1 or ECO227Y1 or GGR270H1 or PSY201H1 or SOC300H1 or SOC202H1 or SOC252H1 or STA220H1 or STA221H1 or STA255H1 or STA238H1 or STA261H1 or STA288H1 or EEB225H1 or STAB22H3 or STAB27H3 or STAB57H3 or STA220H5 or STA221H5 or STA258H5 or STA260H5 or ECO220Y5 or ECO227Y5","","STA237H1 or STA247H1 or STA257H1 or STA256H5 or STAB52H3; CSC111H1 or CSC148H1 or CSCA48H3 or CSC148H5","","36L/12T",TRUE,FALSE,FALSE,TRUE,"The Physical and Mathematical Universes (5)","","In Class",""
"12","STA255H1","Statistical Theory","This courses deals with the mathematical aspects of some of the topics discussed in STA220H1. Topics include discrete and continuous probability distributions, conditional probability, expectation, sampling distributions, estimation and testing, the linear model ( ",3,"ECO227Y1 or STA237H1 or STA238H1 or STA257H1 or STA261H1 or STA247H1 or STA248H1 or STAB52H3 or STAB57H3 or STA256H5 or STA260H5","","STA220H1 or STA221H1 or ECO220Y1 (note: ECO220Y1 may be taken as a co-requisite) or STAB22H3 or STA220H5 or ECO220Y5; MAT133Y1 (70%) or( MAT135H1, MAT136H1) or MAT137Y1 or MAT157Y1 or( MATA32H3 (70%), MATA33H3 (70%)) or( MATA29H3 (70%), MATA35H3 (70%)) or( MATA30H3, MATA36H3) or( MATA31H3, MATA37H3) or MAT133Y5 (70%) or( MAT132H5 (70%), MAT134H5 (70%)) or( MAT135H5, MAT136H5) or MAT137Y5 or MAT157Y5","","36L/12T",TRUE,FALSE,FALSE,TRUE,"The Physical and Mathematical Universes (5)","","In Class","STA255H1 does not count as a distribution requirement course)."
"13","STA257H1","Probability and Statistics I","A mathematically rigorous introduction to probability, with applications chosen to introduce concepts of statistical inference. Probability and expectation, discrete and continuous random variables and vectors, distribution and density functions, the law of large numbers. The binomial, geometric, Poisson, and normal distributions. The Central Limit Theorem. ( ",3,"ECO227Y1, STA237H1, STA247H1, MAT377H1, STAB52H3, STA256H5, ECO227Y5","MAT237Y1 or MAT257Y1 or MAT257Y5; MAT223H1 or MAT224H1 or MAT240H1 or MATA22H3 or MATA23H3 or MAT223H5 or MAT240H5 or MATB24H3 or MAT224H5","MAT137Y1 or MAT157Y1 or ( MATA31H3, MATA37H3) or MAT137Y5 or MAT157Y5","","36L/12T",TRUE,FALSE,FALSE,TRUE,"The Physical and Mathematical Universes (5)","","In Class","STA257H1 does not count as a distribution requirement course)."
"14","STA261H1","Probability and Statistics II","A rigorous introduction to the theory of statistical inference and to statistical practice. Statistical models, parameters, and samples. Estimators for parameters, sampling distributions for estimators, and the properties of consistency, bias, and variance. The likelihood function and the maximum likelihood estimator. Hypothesis tests and confidence regions. Examples illustrating statistical theory and its limitations. Introduction to the use of a computer environment for statistical analysis. ( ",3,"ECO227Y1 or STA238H1 or STA248H1 or STAB57H3 or STA260H5 or ECO227Y5","MAT237Y1 or MAT257Y1 or MAT257Y5; MAT223H1 or MAT224H1 or MAT240H1 or MATA22H3 or MATA23H3 or MAT223H5 or MAT240H5 or MATB24H3 or MAT224H5","STA257H1 or STAB52H3 or STA256H5","","36L/12T",TRUE,FALSE,FALSE,TRUE,"The Physical and Mathematical Universes (5)","","In Class","STA261H1 does not count as a distribution requirement course)."
"15","JSC270H1","Data Science I","This course is restricted to students in the Data Science Specialist program. Data exploration and preparation; data visualization and presentation; and computing with data will be introduced. Professional skills, such as oral and written communication, and ethical skills for data science will be introduced. Data science workflows will be integrated throughout the course. These topics will be explored through case studies and collaboration with researchers in other fields. ",3,"","STA261H1, MAT237Y1 or MAT257Y1, CSC236H1 or CSC240H1","STA257H1, CSC207H1","","24L/24P",TRUE,TRUE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","","In Class",""
"16","STA288H1","Statistics and Scientific Inquiry in the Life Sciences","Introduction to statistics and its connection to all stages of the scientific inquiry process. Issues around data collection, analysis and interpretation are emphasized to inform study design and critical assessment of published research. Statistical software is used to conduct descriptive and inferential statistics to address basic life sciences research questions. ",3,"STA220H1, PSY201H1, GGR270H1, ECO220Y1, ECO227Y1, SOC202H1, EEB225H1, HMB325H1, STA238H1, STA248H1, STA261H1, PCL376H1, STA215H5, STA220H5, STAB22H3","","BIO230H1 or BIO255H1","","36L/18P",TRUE,TRUE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"17","STA299H1","Research Opportunity Program","Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option. ",3,"","","","","",FALSE,FALSE,FALSE,FALSE,"","Science","In Class",""
"18","STA299Y1","Research Opportunity Program","Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option. ",6,"","","","","",FALSE,FALSE,FALSE,FALSE,"","Science","In Class",""
"19","STA302H1","Methods of Data Analysis I","Introduction to data analysis with a focus on regression. Initial Examination of data. Correlation. Simple and multiple regression models using least squares. Inference for regression parameters, confidence and prediction intervals. Diagnostics and remedial measures. Interactions and dummy variables. Variable selection. Least squares estimation and inference for non-linear regression. ",3,"STAC67H3, STA302H5","","STA238H1 or STA248H1 or STA255H1 or STA261H1 or ECO227Y1 or STAB57H3 or STA258H5 or STA260H5 or ECO227Y5; CSC108H1 or CSC110Y1 or CSC120H1 or CSC148H1 or CSCA08H3 or CSCA20H3 or CSCA48H3 or CSC108H5 or CSC148H5; MAT223H1 or MAT224H1 or MAT240H1 or MATA22H3 or MATA23H3 or MAT223H5 or MAT240H5 or MATB24H3 or MAT224H5","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"20","STA303H1","Methods of Data Analysis II","Analysis of variance for one-and two-way layouts, logistic regression, loglinear models, longitudinal data, introduction to time series. ",3,"STAC51H3","","STA302H1 or STAC67H3 or STA302H5","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"21","STA304H1","Surveys, Sampling and Observational Data","Design of surveys, sources of bias, randomized response surveys. Techniques of sampling; stratification, clustering, unequal probability selection. Sampling inference, estimates of population mean and variances, ratio estimation. Observational data; correlation vs. causation, missing data, sources of bias. ",3,"STAC50H3, STAC53H3, STA304H5","","ECO227Y1 or STA255H1 or STA261H1 or STA248H1 or STA238H1 or STAB57H3 or STA258H5 or STA260H5 or ECO227Y5","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"22","STA305H1","Design and Analysis of Experiments","Experiments vs observational studies, experimental units. Designs with one source of variation. Complete randomized designs and randomized block designs. Factorial designs. Inferences for contrasts and means. Model assumptions. Crossed and nested treatment factors, random effects models. Analysis of variance and covariance. Sample size calculations. ",3,"STAC50H3, STAC53H3, STA305H5","","STA302H1 or STAC67H3 or STA302H5","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"23","STA313H1","Data Visualization","An introduction to data visualization and the use of visual and interactive representations of data to support human cognition. This course covers visualization techniques and algorithms based on principles from graphic design, perceptual psychology, cognitive science, and human-computer interaction. Topics include: graphic design, interaction, perception and cognition, communication, and ethics. Computational tutorials involve design review, implementation, and testing of information visualizations. ",3,"","","CSC108H1 or CSC110Y1 or CSC120H1 or CSC148H1; STA238H1 or STA248H1 or STA261H1 or ECO227Y1","","24L/12P",TRUE,TRUE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"24","STA314H1","Statistical Methods for Machine Learning I","Statistical methods for supervised and unsupervised learning from data: training error, test error and cross-validation; classification, regression, and logistic regression; principal components analysis; stochastic gradient descent; decision trees and random forests; k-means clustering and nearest neighbour methods. Computational tutorials will support the efficient application of these methods. ",3,"CSC411H1, CSC311H1, STA314H5, STA315H5, CSCC11H3, CSC411H5","","STA302H1 or STA302H5 or STAC67H3; CSC108H1 or CSC110Y1 or CSC120H1 or CSC148H1 or CSCA08H3 or CSCA48H3 or CSCA20H3 or CSC108H5 or CSC148H5; MAT223H1 or MAT224H1 or MAT240H1 or MATA22H3 or MATA23H3 or MAT223H5 or MAT240H5 or MATB24H3 or MAT224H5; MAT235Y1 or MAT237Y1 or MAT257Y1 or ( MATB41H3, MATB42H3) or ( MAT232H5, MAT236H5) or ( MAT233H5, MAT236H5)","","36L/12T",TRUE,FALSE,FALSE,TRUE,"The Physical and Mathematical Universes (5)","","In Class",""
"25","STA347H1","Probability","An overview of probability from a non-measure theoretic point of view. Random variables/vectors; independence, conditional expectation/probability and consequences. Various types of convergence leading to proofs of the major theorems in basic probability. An introduction to simple stochastic processes such as Poisson and branching processes. ",3,"MAT377H1 or STAC62H3 or STA348H5","","STA247H1(70%) or STA255H1(70%) or STA237H1(70%) or STA257H1 or ECO227Y1 or STAB52H3 or STA256H5; MAT223H1 or MAT224H1 or MAT240H1 or MATA22H3 or MATA23H3 or MAT223H5 or MAT240H5 or MATB24H3 or MAT224H5; MAT235Y1 or MAT237Y1 or MAT257Y1 or ( MATB41H3, MATB42H3) or ( MAT232H5, MAT236H5) or ( MAT233H5, MAT236H5) (Note: STA257H1, MAT223H1 or MAT240H1, MAT237Y1 or MAT257Y1 are very strongly recommended)","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"26","STA355H1","Theory of Statistical Practice","STA355H1 provides a unifying structure for the methods taught in other courses, and will enable students to read methodological research articles or articles with a large methodological component. Topics covered include statistical models and distributions; fundamentals of inference: estimation, hypothesis testing, and significance levels; likelihood functions and likelihood-based inference; prior distributions and Bayesian inference. ",3,"STAC58H3","","STA255H1 (73%) or STA248H1 (73%) or STA238H1 (73%) or STA261H1 (60%) or ECO227Y1 (60%) or STAB57H3 (60%) or STA260H5 (60%) or ECO227Y5 (60%); MAT235Y1 or MAT237Y1 or MAT257Y1 or ( MATB41H3, MATB42H3) or ( MAT232H5, MAT236H5) or ( MAT233H5, MAT236H5); MAT223H1 or MAT224H1 or MAT240H1 or MATA22H3 or MATA23H3 or MAT223H5 or MAT240H5 or MATB24H3 or MAT224H5","CSC108H1 or CSC120H1 or CSC148H1 or CSC110Y1 or CSC111H1","24L/12P",TRUE,TRUE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"27","STA365H1","Applied Bayesian Statistics","Bayesian inference has become an important applied technique and is especially valued to solve complex problems. This course first examines the basics of Bayesian inference. From there, this course looks at modern, computational methods and how to make inferences on complex data problems. ",3,"","","STA302H1 or STAC67H3 or STA302H5","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"28","JSC370H1","Data Science II","This course is restricted to students in the Data Science Specialist program. Students will learn to identify and answer questions through the application of exploratory data analysis, data visualization, statistical methods or machine learning algorithms to complex data. Software development for data science and reproducible workflows. Communication of statistical information at various technical levels, ethical practice of data analysis and software development, and teamwork skills. Topics will be explored through case studies and collaboration with researchers in other fields. ",3,"","STA303H1 or STA305H1","JSC270H1, STA261H1, MAT237Y1 or MAT257Y1, CSC263H1 or CSC265H1 or CSC263H5 or CSCB63H3, STA302H1, CSC343H1 or CSC343H5 or CSCC43H3","","24L/24P",TRUE,TRUE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"29","STA398H0","Research Excursions","An instructor-supervised group project in an off-campus setting. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-excursions-program. Not eligible for CR/NCR option. ",3,"","","","","",FALSE,FALSE,FALSE,FALSE,"","Science","In Class",""
"30","STA398Y0","Research Excursions","An instructor-supervised group project in an off-campus setting. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-excursions-program. Not eligible for CR/NCR option. ",6,"","","","","",FALSE,FALSE,FALSE,FALSE,"","Science","In Class",""
"31","STA399H1","Research Opportunity Program","Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option. ",3,"","","","","",FALSE,FALSE,FALSE,FALSE,"","Science","In Class",""
"32","STA399Y1","Research Opportunity Program","Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option. ",6,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","In Class",""
"33","STA410H1","Statistical Computation","Programming in an interactive statistical environment. Generating random variates and evaluating statistical methods by simulation. Algorithms for linear models, maximum likelihood estimation, and Bayesian inference. Statistical algorithms such as the Kalman filter and the EM algorithm. Graphical display of data. ",3,"","","STA302H1 or STAC67H3 or STA302H5; CSC108H1 or CSC110Y1 or CSC120H1 or CSC148H1 or CSCA08H3 or CSCA48H3 or CSCA20H3 or CSC108H5 or CSC148H5; MAT223H1 or MAT224H1 or MAT240H1 or MATA22H3 or MATA23H3 or MAT223H5 or MAT240H5 or MATB24H3 or MAT224H5","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"34","STA414H1","Statistical Methods for Machine Learning II","Probabilistic foundations of supervised and unsupervised learning methods such as naive Bayes, mixture models, and logistic regression. Gradient-based fitting of composite models including neural nets. Exact inference, stochastic variational inference, and Marko chain Monte Carlo. Variational autoencoders and generative adversarial networks. ",3,"CSC412H1, STAD68H3","","STA314H1 or CSC411H1 or CSC311H1 or ( STA314H5, STA315H5) or CSCC11H3 or CSC411H5; STA302H1 or STAC67H3 or STA302H5; CSC108H1 or CSC110Y1 or CSC120H1 or CSC148H1 or CSCA08H3 or CSCA48H3 or CSCA20H3 or CSC108H5 or CSC148H5; MAT235Y1 or MAT237Y1 or MAT257Y1 or ( MATB41H3, MATB42H3) or ( MAT232H5, MAT236H5) or ( MAT233H5, MAT236H5); MAT223H1 or MAT224H1 or MAT240H1 or MATA22H3 or MATA23H3 or MAT223H5 or MAT240H5 or MATB24H3 or MAT224H5","STA303H1","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"35","STA422H1","Theory of Statistical Inference","This course examines current theory of statistical inference, particularly likelihood-based methods and Bayesian methods with an emphasis on resolving present conflicts; log-model expansion and asymptotics are primary tools. ",3,"","","STA355H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"36","STA437H1","Methods for Multivariate Data","Practical techniques for the analysis of multivariate data; fundamental methods of data reduction with an introduction to underlying distribution theory; basic estimation and hypothesis testing for multivariate means and variances; regression coefficients; principal components and partial, multiple and canonical correlations; multivariate analysis of variance; profile analysis and curve fitting for repeated measurements; classification and the linear discriminant function. ",3,"STAD37H3, STA437H5","","STA302H1 or STAC67H3 or STA302H5","MAT224H1 or MAT247H1","24L/12P",TRUE,TRUE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"37","STA442H1","Methods of Applied Statistics","Advanced topics in statistics and data analysis with emphasis on applications. Diagnostics and residuals in linear models, introduction to generalized linear models, graphical methods, additional topics such as random effects models, designed experiments, model selection, analysis of censored data, introduced as needed in the context of case studies. ",3,"STA441H5","","STA303H1 or( STAC67H3, STAC51H3); CSC108H1 or CSC110Y1 or CSC120H1 or CSC148H1 or CSCA08H3 or CSCA48H3 or CSCA20H3 or CSC108H5 or CSC148H5","At least an additional 1.0 credit in STA courses at the 300 or 400 level","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"38","STA447H1","Stochastic Processes","Discrete and continuous time processes with an emphasis on Markov, Gaussian and renewal processes. Martingales and further limit theorems. A variety of applications taken from some of the following areas are discussed in the context of stochastic modeling: Information Theory, Quantum Mechanics, Statistical Analyses of Stochastic Processes, Population Growth Models, Reliability, Queuing Models, Stochastic Calculus, Simulation (Monte Carlo Methods). ",3,"STA348H5, STAC63H5","","STA347H1 or MAT377H1 or STAC62H3","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"39","STA450H1","Topics in Statistics","Topics of current research interest are covered. Topics vary from year to year. As the necessary academic preparation for this course may vary from year to year, there may be additional prerequisites required, such as specific courses or an application to enrol. Students should contact the department at ug.statistics@utoronto.ca for information on this course, and enrolment in this course, for a given year. ",3,"","","9.0 credits","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"40","STA452H1","Mathematical Statistics I","Statistical theory and its applications at an advanced mathematical level. Topics include probability and distribution theory as it specifically pertains to the statistical analysis of data. Linear models and the geometry of data, least squares and the connection to conditional expectation. The basic concept of inference and the likelihood function. ",3,"","","MAT223H1 or MAT224H1 or MAT240H1 or MATA22H3 or MATA23H3 or MAT223H5 or MAT240H5 or MATB24H3 or MAT224H5; MAT235Y1 or MAT237Y1 or MAT257Y1 or ( MATB41H3, MATB42H3) or ( MAT232H5, MAT236H5) or ( MAT233H5, MAT236H5); ( STA257H1, STA355H1) or STA347H1. (Note: MAT237Y1 or MAT257Y1; ( MAT223H1, MAT224H1) or MAT240H1 very strongly recommended.)","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"41","STA453H1","Mathematical Statistics II","Continuation of STA452H1: statistical theory and its applications at an advanced mathematical level. Topics include classical estimation, theory with methods based on the likelihood function and the likelihood statistics. Testing hypothesis and the evaluation of confidence from both a Bayesian and frequentist point of view. ",3,"","","STA452H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"42","STA457H1","Time Series Analysis","An overview of methods and problems in the analysis of time series data. Topics include: descriptive methods, filtering and smoothing time series, theory of stationary processes, identification and estimation of time series models, forecasting, seasonal adjustment, spectral estimation, bivariate time series models. ",3,"STAD57H3, STA457H5","","STA302H1 or STAC67H3 or STA302H5; MAT235Y1 or MAT237Y1 or MAT257Y1 or( MATB41H3, MATB42H3) or( MAT232H5, MAT236H5) or( MAT233H5, MAT236H5)","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"43","STA465H1","Theory and Methods for Complex Spatial Data","Data acquisition trends in the environmental, physical and health sciences are increasingly spatial in character and novel in the sense that modern sophisticated methods are required for analysis. This course will cover different types of random spatial processes and how to incorporate them into mixed effects models for Normal and non-Normal data. Students will be trained in a variety of advanced techniques for analyzing complex spatial data and, upon completion, will be able to undertake a variety of analyses on spatially dependent data, understand which methods are appropriate for various research questions, and interpret and convey results in the light of the original questions posed. ",3,"","","STA302H1 or STAC67H3 or STA302H5, STA303H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"44","JSC470H1","Data Science III","This course is restricted to students in the Data Science Specialist program. Research topics and applications of data science methods will be explored through case studies and collaboration with researchers in other fields. Data analysis, visualization, and communication of statistical information at various technical levels, ethical practice of data analysis and software development, and teamwork skills. ",3,"STA490Y1","","JSC370H1, STA314H1 or CSC411H1 or CSC311H1, STA303H1 or STA305H1","","24L/24P",TRUE,TRUE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"45","STA475H1","Survival Analysis","An overview of theory and methods in the analysis of survival data. Topics include survival distributions and their applications, parametric and non-parametric methods, proportional hazards regression, and extensions to competing risks and multistate modelling. ",3,"","","STA303H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"46","STA480H1","Fundamentals of Statistical Genetics","Statistical analysis of genetic data is an important emerging research area with direct impact on population health. This course provides an introduction to the concepts and fundamentals of statistical genetics, including current research directions. The course includes lectures and hands-on experience with R programming and state-of-the-art statistical genetics software packages. ",3,"","","STA303H1","","36L/9P",TRUE,TRUE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
