"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Hours","Lecture","Lab","Tutorial","Note"
"11","CP264","Data Structures II","A continuation of the study of data structures and their applications using C. Linked lists, binary search trees, balanced search trees. Hashing, collision-avoidance strategies. Data structures for graphs and elementary graph algorithms. A continuation of basic algorithm analysis.",3,"CP217.","","CP164 (or CP114).","Hours per week:Lecture/Discussion: 3Lab: 1",TRUE,TRUE,FALSE,""
"12","CP310","Special Topics","A detailed examination of a field or topic of interest not covered by the regular program.",3,"","","Permission of the department.","",FALSE,FALSE,FALSE,"Irregular course"
"13","CP312","Algorithm Design and Analysis I","Analysis of the best, average and worst-case behaviors of algorithms. Algorithmic strategies: brute force algorithms, greedy algorithms, divide-and-conquer, branch and bound, backtracking. Fundamental computing algorithms: O(n log n) sorting, hash table, binary trees, depth- and breadth-first search of graphs.",3,"","","CP264 or (CP114 and CP213); and CP214 or MA238","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"14","CP315","Introduction to Scientific Computation","An introduction to scientific computation, with substantial use of scientific software, such as Maple and Matlab. Scientific problems and models from different disciplines are considered. Numerical methods introduced in this course include interpolation, curve fitting, solving (systems of) linear and nonlinear equations, eigenvalue problems, integration and solving ordinary and partial differential equations. (Cross-listed as PC315.)",3,"MA307, MA371.","","CP104, MA103, MA122, MA205.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"15","CP316","Microprocessor Systems and Interfacing","Interfacing a microprocessor or microcontroller with external devices for real-time hardware control. Microcontroller hardware and software in real time applications; serial and parallel IO; timing generation; priority interrupt structures and servicing; bus timing. Interpretation and use of industry documentation and data sheets.",3,"","","CP216, CP320/PC320 (or CP300°/PC300°).","Hours per week:Lecture/Discussion: 3Lab: 2.5",TRUE,TRUE,FALSE,""
"16","CP317","Software Engineering","Discussion of software development activities, including software process models, analysis, design, implementation, testing, project management and advanced topics. Both traditional and object-oriented methods are considered.",3,"","","CP213 or CP264 (or CP217).","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"17","CP319","Digital System Design","(Cross-listed as PC319.)",3,"","","","",FALSE,FALSE,FALSE,""
"18","CP320","Physical Computing: Digital Interaction with the Analog World","Design and construction of computational systems that interact with the physical world for applications such as home or experiment automation. Basics of electrical circuits, reading from analog and digital sensors, controlling analog and digital actuators, single board computers such as Arduino or Raspberry PI, analog components including diodes, transistors and operational amplifiers.(Cross-listed as PC320.)",3,"CP300/PC300.","","CP164 (or CP114), CP220/PC220 (or CP120/PC120).","Hours per week:Lecture/Discussion: 3Lab: 3",TRUE,TRUE,FALSE,""
"19","CP321","Data Visualisation","This course will provide participants an overview on how to visualize data to present large data sets in a meaningful way. Rigorous policy analysis must be based on evidence, but once you have gathered the evidence, it can be overwhelming to figure out how to present data in a meaningful way. This course offers instruction how to distill and interpret large amounts of information to highlight the key information. Learn to unlock the power of data through effective data visualization. Explains how to select the appropriate data sets for analysis, transform the data sets into usable formats, and verify that the sets are error-free. Review how to choose the right model for the specific type of analysis project, how to analyze the model, and present the results for decision making. Show how to solve numerous business problems by applying various tools and techniques. Data visualization and visual data mining tools, and real-world success stories using visual data mining.",3,"","","CP213.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"20","CP322","Machine Learning","With the rise of Data Science and Big Data, machine learning has been recognized as the key driver behind successful advances of these fields. However, many recent entrants to the field can only utilize the variety of machine learning algorithms as black boxes. This course aims to empower students to effectively use and understand the primary topics in predictive models, including regressions, classifications, neural networks and deep learning, ensemble-based methods, performance evaluation, etc. In addition, the course provides case studies that describe specific data analytics projects, and provide opportunities to employ a variety of machine learning toolboxes",3,"","","CP312.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"21","CP340","E-commerce","This course deals with the development of the Internet and its impacts on business transactions. The course explains key concepts and trends associated with e-commerce and online business. Topics include the role of the Internet, electronic marketplace, online marketing, web analytics, privacy and security issues and electronic payments.",3,"","","CP213.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"22","CP351","Quantum Computing","(Cross-listed as PC351.)",3,"","","","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"23","CP363","Database I","Introduction to database systems. Topics include data models, query languages, database design, recovery and concurrency, integrity and security.",3,"","","CP164 (or CP114).","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"24","CP364","Data Communication and Networks","(Cross-listed as PC364.)",3,"","","","",FALSE,FALSE,FALSE,""
"25","CP367","Introduction to System Programming","Contemporary ideas and techniques in system programming using the C language. Introduction to the Unix operating system and Unix commands. Directories and files, device control, signal handling, process intercommunication, shell programming in Unix. Using and implementing software tools: filters, pipelines, sorts, text patterns and others.",3,"CP217.","","CP264.","Hours per week:Lecture/Discussion: 3Lab: 1",TRUE,TRUE,FALSE,""
"26","CP372","Computer Networks","Introduction to computer communication networks. The OSI reference model. Protocols for error and flow control, medium access protocols, routing and congestion control. Internet architecture and protocols and Unix network programming.",3,"","","CP213, either CP264 or CP386.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"27","CP373","Ethics and Professional Practice in Computer Science","Introduction to ethics, computer reliability and safety, privacy, computer crime, intellectual property, impact of computers on work and society. Assessment includes written assignments and oral presentations.",3,"","","CP264","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"28","CP374","Distributed Systems","This course teaches the abstractions, design and implementation techniques that enable the building of fast, scalable, fault-tolerant distributed systems. Topics include synchronization, network programming, consistency, fault tolerance, consensus, security, distributed storage systems, and MapReduce.",3,"","CP372, CP386.","CP213.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"29","CP386","Operating Systems","Topics include operating system services, file systems, CPU scheduling, memory management, virtual memory, disk scheduling, deadlocks, concurrent processes, protection and distributed systems.",3,"","","CP216 and CP264 (or CP217).","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"30","CP395","Directed Studies","A detailed study of an aspect of computer science or computer electronics not available through the regular program.",3,"","","Registration status: Year 3 or 4 of an Honours Computer Science or Honours Computing & Computer Electronics program and permission of both the department and the instructor.","",FALSE,FALSE,FALSE,"Irregular course"
"31","CP400","Special Topics","A detailed examination of a field or topic of interest not covered by the regular program.",3,"","","Permission of the department.","",FALSE,FALSE,FALSE,"Irregular course"
"32","CP411","Computer Graphics","The principles, algorithms and techniques of computer graphics. Topics include introduction to graphics hardware, output primitives, two- and three-dimensional geometric transformations, three-dimensional object representation and viewing, illumination models and surface-rendering methods. Graphics software tools will be introduced in this course.",3,"","","CP264 (or CP114 and CP217) and MA122.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"33","CP412","Algorithm Design and Analysis II","A continuation of the study of computer algorithms. Amortized analysis, on-line and off-line algorithms, randomized algorithms, dynamic programming.",3,"","","CP312; and CP214 or MA238.","",FALSE,FALSE,FALSE,""
"34","CP414","Foundations of Computing","Deterministic and nondeterministic finite automata (DFAs and NFAs), regular expressions, context-free grammars, relationship of push-down automata and context-free grammars, definition of the classes P and NP, NP-completeness (Cook's theorem), standard NP-complete problems, reduction techniques, Turing machines. The halting problem.",3,"","","CP312; and CP214 or MA238.","",FALSE,FALSE,FALSE,""
"35","CP421","Data Mining","The course is aimed at an entry level study of information retrieval and data mining techniques. It is about how to find relevant information and subsequently extract meaningful patterns out of it. While the basic theories and mathematical models of information retrieval and data mining are covered, the course is primarily focused on practical algorithms of textual document indexing, relevance ranking, web usage mining, text analytics, as well as their performance evaluations. At the end of the course student are expected to understand the following:1. The common algorithms and techniques for information retrieval (document indexing and retrieval, query processing, etc). 2. The quantitative evaluation methods for the IR systems and data mining techniques. 3. The popular probabilistic retrieval methods and ranking principles. 4. The techniques and algorithms existing in practical retrieval and data mining systems such as those in web search engines and recommender systems. 5. The challenges and existing techniques for the emerging topics of MapReduce, portfolio retrieval and online advertising.",3,"","","CP312, CP317.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"36","CP422","Programming for Big Data","The explosion of social media and the computerization of every aspect of social and economic activity resulted in creation of large volumes of mostly unstructured data: web logs, videos, speech recordings, photographs, e-mails, Tweets, and similar data. The key objective of this course is to familiarize the students with key information technologies used in manipulating, storing, and analyzing big data. We look at the basic tools for statistical analysis, R and Python, and some key methods of machine learning. We review MapReduce techniques for parallel processing, Hadoop, an open source framework for running MapReduce on Internet scale problems and HDFS, Hadoop's Distributed File System. We teach Spark which emerged as the most important big data processing framework. We touch on tools that provide SQL-like access to unstructured data like Hive. We analyze so-called NoSQL storage solutions exemplified by Cassandra for their critical features: speed of reads and writes, and ability to scale to extreme volumes. We examine memory resident databases (VoltDB, SciDB) and graph databases (Ne4J). Students gain the ability to initiate and design highly scalable systems that can accept, store, and analyze large volumes of unstructured data in batch mode and/or real time. Most lectures are presented using Java examples. Some lectures use Python and R.",3,"","","CP317.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"37","CP423","Text Retrieval and Search Engines","Recent years have seen a dramatic growth of natural language text data, including web pages, news articles, scientific literature, emails, enterprise documents, and social media such as blog articles, forum posts, product reviews, and tweets. Text data are unique in that they are usually generated directly by humans rather than a computer system or sensors, and are thus especially valuable for discovering knowledge about peoples opinions and preferences, in addition to many other kinds of knowledge that we encode in text. This course will cover search engine technologies, which play an important role in any data mining applications involving text data for two reasons. First, while the raw data may be large for any particular problem, it is often a relatively small subset of the data that are relevant, and a search engine is an essential tool for quickly discovering a small subset of relevant text data in a large text collection. Second, search engines are needed to help analysts interpret any patterns discovered in the data by allowing them to examine the relevant original text data to make sense of any discovered pattern. You will learn the basic concepts, principles, and the major techniques in text retrieval, which is the underlying science of search engines.",3,"","CP476.","CP317.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"38","CP431","Parallel Programming","Parallel computers, or supercomputers or high-performance clusters are ubiquitous today in science and engineering. Parallel programming requires inventing new algorithms and programming techniques. This course will cover the fundamental paradigms of parallel programming, with an emphasis on problem solving and actual applications. The parallel programming concepts and algorithms will be illustrated via implementations in OpenMP and MPI (Message Passing Interface), as well as serial farming.",3,"CP331, CP400N.","","CP264 (proficiency in C is the only actual prerequisite) (or CP217).","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"39","CP460","Applied Cryptography","Algorithms and issues in applied cryptography. Topics include history of cryptography, block ciphers, stream ciphers, public-key encryption, digital signatures and key management. Also, discussions of current issues in information security.",3,"","","(MA120 or MA121 or CP214); [CP213 or CP264 or (CP104 and a 0.5 MA credit at the 200 level and permission of the","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"40","CP463","Simulation","Discrete and continuous simulations, queuing theory.",3,"","","ST230 (or MA240 or equivalent), CP213.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"41","CP464","Selected Topics in Computer Hardware","Topics may include computer classes and evolution, instruction set design, hardwired sequencer design, microprogramming, memory hierarchies, concurrency, multiple-processor systems and fault-tolerant systems. Students will be required to design and build a computer, including the design of the instruction set and the control unit.",3,"","","CP316 and CP319/PC319.","",FALSE,FALSE,FALSE,""
"42","CP465","Database II","This course covers advanced database management system design principles and techniques. Possible topics include access methods, query processing and optimization, transaction processing, distributed databases, deductive databases, object-oriented and object-relational databases, data warehousing, data mining, web and semi-structured data, search engines, etc.",3,"","","CP363.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"43","CP467","Image Processing & Pattern Recognition","Introduction to vision systems for image acquisition and display. Comprehensive coverage of image enhancement, segmentation, feature extraction and classification.",3,"","","CP213, ST230 (or equivalent).","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"44","CP468","Artificial Intelligence","Examination of current concepts and techniques in artificial intelligence and machine learning. Topics include knowledge representation, automated reasoning, heuristic search, machine learning and knowledge-based systems. Extensive use of case studies and current applications.",3,"","","CP213.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"45","CP469","iPhone Application Programming","Programming applications for the iPhone, iPad, and iPod platforms, using the Cocoa Touch framework on Mac OSX. Introduction to the programming language Swift. Interface development for mobile devices and dealing with different input modalities, web services, and memory management for mobile devices.",3,"","","CP317 and Registration status: Honours Computer Science or Honours Computing and Computer Electronics.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"46","CP470","Android Programming","How to write applications for the Android mobile devices using the Android Development Tools. Developing software with the Model-View-Controller paradigm. Knowledge of Java is required. The course project will be the development of an Android app.",3,"CP400Q.","","CP213, CP317.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"47","CP471","Introduction to Compiling","Principles and design techniques for compilers. Compiler organization, compiler writing tools, scanning, parsing, semantic analysis, run-time storage organization, memory management, code generation and optimization. Students implement a substantial portion of a compiler in a project.",3,"","","CP213 or CP264, CP216.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"48","CP472","Programming Languages","Overview of programming languages, virtual machines, history of programming languages, programming language semantics, programming language design, introduction to language translation, declarations and types, abstraction mechanism, functional programming, logic programming, object-oriented programming.",3,"","","CP213 or CP264 (or CP217).","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"49","CP476","Internet Computing","The architecture of the Internet. Client-server programming, technologies of the web (URLs, HTML, HTTP, applets, etc.) Introduction to building web applications and server-side programming.",3,"","CP372.","CP363, and either CP372 (co-requisite) or CP364.","",FALSE,FALSE,FALSE,""
"50","CP480","Wireless Communication & Networks","This course introduces fundamental concepts of wireless networks. Topics include wireless communication overview, physical layer, wireless concepts and protocols including TCP over wireless; cellular standards, WIFI WIMax, and Bluetooth standards; applications such as personal area networks and sensor networks; other issues such as mobile communication security.",3,"CP400P.","","CP213, CP372 or CP364/PC364.","Hours per week:Lecture/Discussion: 3Lab: 1.5",TRUE,TRUE,FALSE,""
"51","CP493","Directed Research Project I","An in-depth investigation of a computer science subject under faculty supervision, including the submission of a formal report.",3,"","","Registration status: Year 4 Honours Computing and Computer Electronics, or Computer Science, and permission of the department.","",FALSE,FALSE,FALSE,"Irregular course"
"52","CP494","Directed Research Project II","An in-depth investigation of a computer science subject under faculty supervision, including the submission of a formal report.",3,"","","CP493 and permission of the department.","",FALSE,FALSE,FALSE,"Irregular course"
"53","CP495","Directed Studies","A detailed study of an aspect of computer science or computer electronics not available through the regular program.",3,"","","Registration status: Year 4 Honours Computer Science or Honours Computing & Computer Electronics and permission of both the department and the instructor.","",FALSE,FALSE,FALSE,"Irregular course"
