"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Hours","Lecture","Lab","Tutorial","Note"
"11","CP321","Data Visualisation","This course will provide participants an overview on how to visualize data to present large data sets in a meaningful way. Rigorous policy analysis must be based on evidence, but once you have gathered the evidence, it can be overwhelming to figure out how to present data in a meaningful way. This course offers instruction how to distill and interpret large amounts of information to highlight the key information. Learn to unlock the power of data through effective data visualization. Explains how to select the appropriate data sets for analysis, transform the data sets into usable formats, and verify that the sets are error-free. Review how to choose the right model for the specific type of analysis project, how to analyze the model, and present the results for decision making. Show how to solve numerous business problems by applying various tools and techniques. Data visualization and visual data mining tools, and real-world success stories using visual data mining.",3,"","","CP213","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"12","CP322","Machine Learning","With the rise of Data Science and Big Data, machine learning has been recognized as the key driver behind successful advances of these fields. However, many recent entrants to the field can only utilize the variety of machine learning algorithms as black boxes. This course aims to empower students to effectively use and understand the primary topics in predictive models, including regressions, classifications, neural networks and deep learning, ensemble-based methods, performance evaluation, etc. In addition, the course provides case studies that describe specific data analytics projects, and provide opportunities to employ a variety of machine learning toolboxes",3,"","","CP312","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"13","CP421","Data Mining","The course is aimed at an entry level study of information retrieval and data mining techniques. It is about how to find relevant information and subsequently extract meaningful patterns out of it. While the basic theories and mathematical models of information retrieval and data mining are covered, the course is primarily focused on practical algorithms of textual document indexing, relevance ranking, web usage mining, text analytics, as well as their performance evaluations. At the end of the course student are expected to understand the following:1. The common algorithms and techniques for information retrieval (document indexing and retrieval, query processing, etc). 2. The quantitative evaluation methods for the IR systems and data mining techniques. 3. The popular probabilistic retrieval methods and ranking principles. 4. The techniques and algorithms existing in practical retrieval and data mining systems such as those in web search engines and recommender systems. 5. The challenges and existing techniques for the emerging topics of MapReduce, portfolio retrieval and online advertising.",3,"","","CP312, CP317","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"14","DATA100","Introduction to Data Analytics","This course provides a broad overview of modern methods and tools for big data analytics. Different stages of data analytics lifecycle including diagnosing, cleaning, preparing, transforming, visualizing and modelling data are considered. Numerical and graphical methods of descriptive statistics are introduced. Data analytic methods are demonstrated using tools such as Excel, Google spreadsheets, Python and the R package.",3,"","CP104","","Hours per week:Lecture/Discussion: 3Lab: 1.5",TRUE,TRUE,FALSE,""
"15","MA103","Calculus I","Limits and continuity; differential and integral calculus of functions of a single variable; the Mean Value Theorem; determination of extrema; the Fundamental Theorem of Calculus and techniques of integration; introduction to series.",3,"MA101, MA110*","","MA102, or a minimum score of 75% on the Calculus Preparation Evaluation (CPE) and one of MA100, MA129, Grade 12 Calculus","Hours per week:Lecture/Discussion: 3Lab: 1.5",TRUE,TRUE,FALSE,""
"16","MA120","Introduction to Discrete Structures","Introduction to sets, functions and relations; elementary logic including logical connectives; proof techniques and induction; basic number theory and applications; basic counting and combinatorics.",3,"MA121","","","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"17","MA121","Introduction to Mathematical Proofs","An introduction to proofs and to mathematical writing. Methods of proof, such as direct proofs, proofs by contradiction, contrapositive proofs, counterexamples and mathematical induction. Examples of proofs will be illustrated using sets, functions and elementary number theory. Use of precise mathematical language will be emphasized.",3,"5 credit in MA (one of MA101, MA102, MA103, MA122, or MA170)MA120","","0","Hours per week:Lecture/Discussion: 3Lab: 1",TRUE,TRUE,FALSE,""
"18","MA122","Introductory Linear Algebra","Vector geometry in R² and R³ ; the vector space Rn and its subspaces; spanning sets, linear independence, bases and dimension; dot product in Rn ; systems of linear equations and Gaussian elimination; matrices and matrix operations, matrix inverse; matrix rank; linear transformations in Rn ; introduction to determinants, Cramer's rule; introduction to eigenvalues, eigenvectors and diagonalization of real matrices; applications of linear algebra.",3,"","","","Hours per week:Lecture/Discussion: 3Lab: 1",TRUE,TRUE,FALSE,""
"19","MA200","Advanced Calculus","Infinite sequences and series; Taylor and Maclaurin series; partial derivatives (limits and continuity, tangent planes, linear approximations, chain rule, directional derivative, gradient, max/min values, Lagrange multipliers); multiple integrals (double integrals, iterated integrals, triple integrals, polar/spherical coordinates).",3,"MA104 and MA201","","MA122 and one of MA101, MA103","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"20","MA238","Discrete Mathematics","Basic graph theory, Euler circuits and Hamilton cycles in graphs, planar graphs, graph colouring, trees, relations, partial orders, introduction to counting, recurrence relations, inclusion-exclusion.",3,"","","MA122 and either MA120 or MA121","Hours per week:Lecture/Discussion: 3Tutorial/Seminar: 1.5 (biweekly)",TRUE,FALSE,TRUE,""
"21","MA371","Computational Methods for Data Analysis","The course covers computational techniques used in data analysis. All topics are illustrated with the use of R and/or Matlab. Topics may include some of the following: numerical linear algebra (solving linear systems, eigenvalue problem, factorization), methods of interpolation and curve-fitting, numerical optimization methods, statistical modelling (simulation of random variables and processes, introductory computational statistics).",3,"CP315, MA307, PC315","","CP104 or MA207;, MA200 or both MA104 and MA201; ST230 or ST260","Hours per week:Lecture/Discussion: 3Lab: 2 (biweekly)",TRUE,TRUE,FALSE,""
"22","ST361","Mathematical Statistics","Parametric statistics; principles of data reduction including sufficiency and likelihood function; point estimation including methods of finding estimators and properties of estimators; interval estimation; hypothesis testing including likelihood ratio testing; introduction to Bayesian analysis.",3,"MA341","","MA200 or MA201, ST260 or (ST259 and one of ST230, ST231)","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"23","ST259","Probability I","Elementary probability theory; conditional probability and independence; discrete and continuous random variables; expected value, variance, covariance and correlation; introduction to Moment Generating Functions, the Law of Large Numbers and the Central Limit Theorem.",3,"MA240","","MA104, or (one of MA101, MA103, MA110, and either MA121 or MA122)","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"24","ST260","Introduction to Statistics","Numerical and visual exploratory data analysis; probability models; point and interval estimation; bias and mean squared error of estimators; single-sample, paired and two- sample inference and hypothesis testing; introduction to experimental design and analysis of variance; introduction to goodness of fit and categorical data analysis; a thorough development of the simple linear regression model.",3,"MA240, MA241, BU205, BU255, EC205, EC255, EC285, ","","ST259","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,"Students holding credit in statistical quantitative methods courses other than those listed above are strongly advised to consult with their home departments before registering in ST260"
"25","ST362","Regression Analysis","Regression analysis including estimation, hypothesis testing, analysis of variance, variable selection techniques; regression diagnostics; generalized linear regression; nonlinear regression; nonparametric regression.",3,"MA242 ","","MA122, ST260 or (ST259 and one of ST230, ST231)","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"26","ST494","Statistical Learning","The course covers the most current techniques used in statistical learning and data analysis, and their background theoretical results. Two basic groups of methods are covered in this course: supervised learning (classification and regression) and unsupervised learning (clustering). The supervised learning methods include Recursive Partitioning Tree, Random Forest, Linear Discriminant and Quadratic Discriminant Analysis, Neural Network, Support Vector Machine, K-nearest neighbour, and Regression. The unsupervised learning methods include Hierarchical Clustering, K-means, and Model-based Clustering methods. Furthermore, the course also covers dimension reduction techniques such as LASSO and Ridge Regression, and model checking criteria. Some data visualization methods will be introduced in this course as well.",3,"","","ST362","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"27","BU425","Business Analytics","This course introduces techniques from data science, statistics and machine learning to analyze both large and small business data sets. These techniques are used to inform and guide business decisions from various functional areas including operations, marketing and finance.",3,"BU495q","","One of: BU275, EC295, ST230, ST260, CO 250 (UW), STAT 230 (UW)","Hours per week:Tutorial/Seminar: 3",FALSE,FALSE,TRUE,""
"28","EC140","Introduction to Macroeconomics","This course examines the working of the national economy with an emphasis on the determination of national income. There will be an examination of important issues such as unemployment, price stability, and balance of payments and of possible government policies to deal with these issues.",3,"EC102","","","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"29","MA102","Introduction to Functions and Differential Calculus","Rational, algebraic, trigonometric, logarithmic and exponential functions; equations and inequalities involving them. Thorough introduction to limits of functions. Continuity and its consequences. Introduction to differential calculus.",3,"Prior credit for, or current enrollment in, any of MA100, MA101, MA103, MA110*, MA129","","Completion of the Calculus Preparation Evaluation (CPE) and 12U Advanced Functions","Hours per week:Lecture/Discussion: 3Lab: 1.5",TRUE,TRUE,FALSE,"Unlike MA103, MA102 does not have Grade 12 Calculus as a prerequisite"
"30","CP372","Computer Networks","Introduction to computer communication networks. The OSI reference model. Protocols for error and flow control, medium access protocols, routing and congestion control. Internet architecture and protocols and Unix network programming.",3,"","","CP213, either CP264 or CP386","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"31","CP422","Programming for Big Data","The explosion of social media and the computerization of every aspect of social and economic activity resulted in creation of large volumes of mostly unstructured data: web logs, videos, speech recordings, photographs, e-mails, Tweets, and similar data. The key objective of this course is to familiarize the students with key information technologies used in manipulating, storing, and analyzing big data. We look at the basic tools for statistical analysis, R and Python, and some key methods of machine learning. We review MapReduce techniques for parallel processing, Hadoop, an open source framework for running MapReduce on Internet scale problems and HDFS, Hadoop's Distributed File System. We teach Spark which emerged as the most important big data processing framework. We touch on tools that provide SQL-like access to unstructured data like Hive. We analyze so-called NoSQL storage solutions exemplified by Cassandra for their critical features: speed of reads and writes, and ability to scale to extreme volumes. We examine memory resident databases (VoltDB, SciDB) and graph databases (Ne4J). Students gain the ability to initiate and design highly scalable systems that can accept, store, and analyze large volumes of unstructured data in batch mode and/or real time. Most lectures are presented using Java examples. Some lectures use Python and R.",3,"","","CP317","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"32","CP423","Text Retrieval and Search Engines","Recent years have seen a dramatic growth of natural language text data, including web pages, news articles, scientific literature, emails, enterprise documents, and social media such as blog articles, forum posts, product reviews, and tweets. Text data are unique in that they are usually generated directly by humans rather than a computer system or sensors, and are thus especially valuable for discovering knowledge about peoples opinions and preferences, in addition to many other kinds of knowledge that we encode in text. This course will cover search engine technologies, which play an important role in any data mining applications involving text data for two reasons. First, while the raw data may be large for any particular problem, it is often a relatively small subset of the data that are relevant, and a search engine is an essential tool for quickly discovering a small subset of relevant text data in a large text collection. Second, search engines are needed to help analysts interpret any patterns discovered in the data by allowing them to examine the relevant original text data to make sense of any discovered pattern. You will learn the basic concepts, principles, and the major techniques in text retrieval, which is the underlying science of search engines.",3,"","CP476","CP317","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"33","CP468","Artificial Intelligence","Examination of current concepts and techniques in artificial intelligence and machine learning. Topics include knowledge representation, automated reasoning, heuristic search, machine learning and knowledge-based systems. Extensive use of case studies and current applications.",3,"","","CP213","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"34","CP476","Internet Computing","The architecture of the Internet. Client-server programming, technologies of the web (URLs, HTML, HTTP, applets, etc.) Introduction to building web applications and server-side programming.",3,"","CP372","CP363, and either CP372 (co-requisite) or CP364","",FALSE,FALSE,FALSE,""
"35","MA170","Introduction to Mathematics for Finance","An introduction to the theory of interest. Mathematical models and their analysis for problems involving fixed interest rates. Simple and compound interest. Cash flows, annuities, amortization and sinking funds. (Zero-)coupon bonds.",3,"","","12U Advanced Functions, or equivalent, or permission of the department","Hours per week:Lecture/Discussion: 3Lab: 1.5",TRUE,TRUE,FALSE,""
"36","MA270","Financial Mathematics I","An introduction to mathematical methods from linear algebra, calculus, and probability theory used in the financial analysis of problems in areas such as bond pricing, capital budgeting, making decisions under certainty/uncertainty, utility theory, portfolio optimization, binomial and log-normal asset pricing models, introductory no-arbitrage pricing of forwards and options, risk analysis.",3,"","","MA103 (or MA110), MA122, MA170, ST259 (or MA240) or a similar course in probability and statistics (e","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"37","MA477","Quantitative Financial Risk Management","This course will introduce students to a variety of topics in risk management. The defining feature of this course is that it will cover topics that are not typically covered in the traditional mathematical finance curriculum. As such it will be an important differentiator for the program. Topics might include (but will not necessarily be limited to) some of the following:",3,"","","MA270, MA307 or MA371, ST260","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"38","ST473","Financial Data Analysis","",3,"","","MA270, MA307 or MA371, ST362","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"39","DATA200","Data Analytics","In this course concepts and techniques introduced in DATA100 will be reinforced. Students will explore the data science lifecycle, including question formulation, data collection and cleaning, exploratory data analysis and visualization, statistical inference and prediction, and decision-making. This course will focus on quantitative critical thinking and key principles and techniques needed to carry out this cycle. The main topics include languages for transforming, querying and analyzing data; algorithms for machine learning methods including regression, classification and clustering; principles behind creating informative data visualizations; statistical concepts of measurement error and prediction; and techniques for scalable data processing. The statistical computing software R will primarily be used to demonstrate the techniques. Other programming tools may include Excel and Python.",3,"","One of ST230, ST231, ST260, or equivalent","DATA100","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"40","ST358","Applied Probability","Multivariate and conditional probability distributions; multivariate normal distribution; construction of multivariate distributions using copulas; Poisson processes; discrete-time Markov chains.",3,"","","ST259 and one of MA200, MA201","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"41","ST359","Probability II","Formal probability spaces and random variables; multivariate and conditional distributions; functions of jointly distributed random variables; mathematical expectation; conditioning; moment generating function and other transforms; functions of random variables; modes of convergence and limit theorems; introduction to topics in applied probability.",3,"MA340","","MA200 or MA201, ST259","Hours per week:Lecture/Discussion: 3Tutorial/Seminar: 1.5 (biweekly)",TRUE,FALSE,TRUE,""
"42","ST463","Computational Statistics","This course covers the implementation of a variety of computationally intensive statistical techniques. These include generation of random variables, vectors and processes; randomization methods; bootstrap methods; Markov chain Monte Carlo (MCMC) methods; numerical optimization in statistical inference [expectation-maximization (EM) algorithm, Fisher scoring, etc.].",3,"","","ST361, ST362; MA307 or MA371 is recommended","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
