"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Hours","Lecture","Lab","Tutorial","Note"
"15","MA207","Introduction to Mathematical Software","This course provides an introduction to the use of several commercial and open-source software packages which are useful to mathematics students and professional mathematicians. The students will acquire a knowledge of basic programming concepts through computer-aided lectures and projects and learn how to use each system for symbolic and numerical problem solving and visualization. Examples will be taken from linear algebra (operations with vectors and matrices, solving linear equations), discrete mathematics (elementary combinatorics, basic graphs), visualization of functions, numerical solution of nonlinear equations, descriptive statistics, elementary probability and simulations. The software (e.g. Maple, Matlab, R) presented in the course will enhance each student's presentation, visualization, and problem-solving skills.",3,"","","MA103, MA122","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"16","MA215","Set Theory","Equivalence relations and partitions; countable and uncountable sets; ordered sets; development of number systems.",3,"","","MA121.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"17","MA218","Euclidean Geometry","Elements of Euclidean geometry emphasizing the axiomatic approach; geometric shapes and measurements; Euler line and nine point circle; straightedge and compass constructions; transformations in Euclidean geometry; notions of non-Euclidean geometries.",3,"","","MA121","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"18","MA220","Mathematics for Data Analysis and Computing","This is an introductory course in mathematical methods with an aim of addressing problems arising from the data analysis, computing and modelling. Selected topics from matrix algebra, discrete mathematics and calculus will be presented.",3,"","","One of MA101, MA103","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,"Course is offered online only"
"19","MA222","Linear Algebra","Abstract vector spaces, bases and dimension; linear transformations, matrix of a linear transformation, kernel, range, dimension theorem; change of basis; inner product spaces; orthogonal bases; Gram-Schmidt orthogonalization process; brief review of polynomials; eigenvalues, eigenvectors and diagonalizability of a linear operator; quadratic forms, Sylvester's law of inertia.",3,"","","MA122 and either MA120 or MA121.","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"20","MA233","Problem Solving in Mathematics","A comprehensive study of techniques in mathematical problem solving, including topics from classical and contemporary mathematics. Examples will be taken from such areas as calculus, algebra, logic, geometry, elementary number theory, combinatorics and graph theory. Problems from various mathematical contests and competitions will be discussed.",3,"","","MA103 (or MA110), MA121.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"21","MA235","Introduction to Game Theory","An introduction to game-theoretic methods and their applications. Topics include the preference relation and von Neumann-Morgenstern utility, non-cooperative games in strategic form and extensive form, perfect and imperfect information, complete and incomplete information, and cooperative game theory including bargaining solutions and the Shapley value. Illustrative examples include game models from economics, political science, business, and other disciplines.",3,"","","MA101 or MA103 or MA129.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"22","MA238","Discrete Mathematics","Basic graph theory, Euler circuits and Hamilton cycles in graphs, planar graphs, graph colouring, trees, relations, partial orders, introduction to counting, recurrence relations, inclusion-exclusion.",3,"","","MA122 and either MA120 or MA121.","Hours per week:Lecture/Discussion: 3Tutorial/Seminar: 1.5 (biweekly)",TRUE,FALSE,TRUE,""
"23","MA250","Introduction to Analysis","A rigorous development of calculus. Topics include sequences, series, convergence, limits, continuity, differentiability, and the Riemann integral.",3,"","","MA121 and MA103.","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"24","MA270","Financial Mathematics I","An introduction to mathematical methods from linear algebra, calculus, and probability theory used in the financial analysis of problems in areas such as bond pricing, capital budgeting, making decisions under certainty/uncertainty, utility theory, portfolio optimization, binomial and log-normal asset pricing models, introductory no-arbitrage pricing of forwards and options, risk analysis.",3,"","","MA103 (or MA110), MA122, MA170, ST259 (or MA240) or a similar course in probability and statistics (e.g., BU205 (EC205), BU255 (EC255), EC285).","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"25","MA287","Mathematical Models for Natural Sciences","This is an introductory course in mathematical models with an aim of addressing problems arising from the natural sciences. Selected topics from linear algebra, differential equations, and multivariate calculus will be presented along with models used in chemistry, biology, and health sciences.",3,"This course may not count for credit in Mathematics programs.","","One of MA101, MA103, MA110*.","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,"Not open to students in mathematics, computer science, and physics programs."
"26","MA304","Introduction to Complex Analysis","Functions of a complex variable; transformations; integration; Taylor and Laurent expansions; theory of residues.",3,"","","MA104 and MA201","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"27","MA305","Differential Equations II","Numerical solutions of differential equations and boundary value problems; linear systems of differential and difference equations including their solution by matrix methods and their stability; introduction to dynamical systems. Numerical methods will be illustrated by exercises requiring the use of a computer.",3,"MA308.","","MA122, MA104 or MA200, MA205 and either a 0.5 credit in computer programming or permission of the department.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"28","MA306","Partial Differential Equations I (Partial Differential Eqns I)","First order partial differential equations and the method of characteristics. Fourier series and convergence. Separation of variables for diffusion, wave and Laplace equations. Eigenfunction series solutions. Generalized functions and Greens functions for one-dimensional boundary value problems. Fourier transform and convolution.",3,"MA455, MA406","","MA205; and either MA200 or both MA104 and MA201.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"29","MA307","Numerical Analysis","Numerical solution of equations and systems of equations; numerical integration and solving differentialequations; methods of interpolation, extrapolation and curve-fitting; error analysis. Methods will be illustrated by exercises requiring the use of a computer.",3,"CP315, MA371, PC315.","","MA122, MA205; either CP104 or MA207; either MA200 or both MA104 and MA201.","Hours per week:Lecture/Discussion: 3Lab: 2 (biweekly)",TRUE,TRUE,FALSE,""
"30","MA317","Number Theory","Elementary theory of numbers; arithmetic functions; congruences; quadratic reciprocity; solutions to Diophantine equations.",3,"","","MA121 and 1.0 credit of 200 level Mathematics.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"31","MA318","Geometry","Survey of non-Euclidean geometries; coordinate geometry; projective, hyperbolic and affine geometries; Desargues', Pappus' and Pascal's Theorems; models of non-Euclidean geometries (spherical model, Poincaré disc and half-plane models); transformations; elements of finite geometry.",3,"","","MA218 and MA222.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"32","MA323","Introduction to Groups and Rings","Examples and basic properties of groups and rings including their substructures, quotient structures and homomorphisms.",3,"","","MA215 or MA222.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"33","MA338","Graph Theory","Selected topics may include graph colouring, extremal graph theory, planar graphs, random graphs, network flows, algebraic methods in graph theory, Ramsay theory for graphs, matching theory, graph algorithms; application of graph theory, such as applications to scheduling, VLSI circuits, compiler design, computer vision and the design of internet search engines.",3,"","","MA238.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"34","MA339","Directed Studies in Mathematics","",3,"","","Permission of the department.††","",FALSE,FALSE,FALSE,"Irregular course"
"35","MA350","Real Analysis","Topics in metric spaces including open and closed sets, compactness, uniform continuity. Sequences and series of functions. The Riemann-Stieltjes integral. Introduction to Lebesgue integration.",3,"MA303.","","MA250.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"36","MA355","Continuous and Discrete Transforms","Properties of continuous and discrete Fourier transforms; the Sampling Theorem; Inverse Fourier Transforms and convolution; introduction to wavelet analysis; Fast Fourier Transform (FFT), Fourier-Cosine (COS) method, and other algorithms; Laplace transform. Applications will be selected from applied sciences and quantitative finance.",3,"MA255.","","MA201 and MA205.","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"37","MA360","Topics in Applied Mathematics","The formulation, analysis and interpretation of mathematical models in various areas of application. Possible topics include population modelling, fluid mechanics, classical and quantum systems, reactiondiffusion models, neural networks, discrete optimization, and signal and image processing. Mathematical techniques may include differential and difference equations, PDEs, Fourier analysis, optimization, game theory, calculus of variations, and numerical methods. Topics covered may vary from year to year.",3,"","","MA205, MA222, and one of MA200, MA201, MA250.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"38","MA361","Methods in Applied Mathematics","Regular and singular perturbation methods. Calculus of variations including extrema and Hamiltons principle. Mathematical formulation of classical mechanics. May include: Lagrangian and Hamiltonian dynamics and constraints; introduction to control theory and the Hamilton-Jacobi-Bellman equation with applications.",3,"","","MA205 and either MA200 or MA201.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"39","MA370","Financial Mathematics II","Discrete-time financial models and riskless asset pricing. Notion of arbitrage, martingale measure, and complete and incomplete markets. Fundamental theorems of asset pricing. Static and dynamic hedging and replication. Change of numeraire and equivalent martingale measures. Introduction to options and risk-neutral pricing. Stopping times and American option pricing. Introduction to the Black-Scholes theory and sensitivity analysis for options. Optional topics: introduction to single-factor interest rate modelling and pricing of fixed income securities.",3,"","ST359.","MA270.","Hours per week:Lecture/Discussion: 3Tutorial/Seminar: 1.5 (biweekly)",TRUE,FALSE,TRUE,""
"40","MA371","Computational Methods for Data Analysis","The course covers computational techniques used in data analysis. All topics are illustrated with the use of R and/or Matlab. Topics may include some of the following: numerical linear algebra (solving linear systems, eigenvalue problem, factorization), methods of interpolation and curve-fitting, numerical optimization methods, statistical modelling (simulation of random variables and processes, introductory computational statistics).",3,"CP315, MA307, PC315.","","CP104 or MA207;, MA200 or both MA104 and MA201; ST230 or ST260.","Hours per week:Lecture/Discussion: 3Lab: 2 (biweekly)",TRUE,TRUE,FALSE,""
"41","MA372","Optimization","Linear programming algorithms, duality theory and post-optimum sensitivity analysis. Integer programming. Deterministic and stochastic dynamic programming. Kuhn-Tucker conditions for optimality. Quadratic programming. Non-linear programming. Network optimization. Modeling and applications.",3,"","","MA201, MA222.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"42","MA373","Introduction to Actuarial Mathematics","Survival distributions, life tables, life annuities, and life insurance. Calculation of premiums and reserves. Introduction to policy valuation.",3,"MA273","","MA103 (or MA110), MA170, ST259 (or MA240) or a similar course in probability and statistics such as BU255 (EC255) and EC285.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"43","MA395","Special Topics","",3,"","","Permission of the department.","",FALSE,FALSE,FALSE,"Irregular course"
"44","MA405","Dynamical Systems","Existence and uniqueness of solutions of ODEs, equilibria, linearization, bifurcation, stability methods, centre manifold theory. Other topics may include: delay/feedback equations, strange attractors and deterministic chaos, symmetry, Hamiltonian dynamics.",3,"","","MA250, MA305","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"45","MA406","Partial Differential Equations II (Partial Differential Eqns II)","Canonical forms of linear second order PDEs. Ill-posed and well-posed problems. General framework for linear PDEs: self-adjoint and positive definite linear operators, minimization principle, Rayleigh quotient, Eigenfunction series. Greens functions in the planar case; delta-function in higher dimensions. Introduction to numerical methods for PDEs.Additional topics may include: Weak solutions. Linear and nonlinear evolution equations, linearization and stability. Heat and forced heat equations, maximum principle. Nonlinear diffusion. Dispersion and solitons.",3,"MA455","","MA222, MA250, MA306","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"46","MA418","Differential Geometry","Geometry of curves and surfaces, curvature, geodesics, first and second fundamental forms, the Gauss Theorema Egregium and the Gauss-Bonnet theorem. Differential forms and vector fields. Line and surface integrals. The divergence and Stoke's theorems.",3,"MA419","","MA201, MA222, MA205, and a 0.5 MA credit at the 300 level.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"47","MA422","Advanced Linear Algebra","Determinants; Cayley-Hamilton theorem; bilinear forms; adjoint, self-adjoint, and normal linear operators; the spectral theorem for normal operators; orthogonal and Hermitian operators; the Jordan canonical form of matrices and linear operators.",3,"MA322.","","MA222.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"48","MA425","Group Theory","Monoids and groups, subgroups, quotient groups and group homomorphisms: groups acting on sets, conjugacy and the class equation; the Sylow theorems; free groups; finitely generated Abelian groups.",3,"MA325.","","MA222, MA323.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"49","MA450","Measure and Integration","Sigma-algebras of sets; set functions; outer measures, measurable sets and Lebesgue measure; Riemann and Lebesgue integrals; convergence in measure.",3,"","","MA104 or MA200, MA215, and MA350.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"50","MA451","Introduction to Stochastic Calculus","Conditional expectations, sigma-algebras, and filtrations; martingales and stopping times; the Riemann-Stieltjesintegral; Gaussian processes and Brownian motion; stochastic integration and Ito's formula; diffusion processes and stochastic differential equations; the Feynman-Kac theorem.",3,"MA351.","","MA250 and ST359.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"51","MA464","Mathematical Biology","An introduction to the use of dynamical systems for the purpose of studying biological systems, with an emphasis on deterministic models. Models will be chosen from ecology and epidemology. Attention will be devoted to both the construction and the analysis of the models. Mathematical analysis will involve linear algebra, differential equations, and techniques from stability theory.",3,"MA365","","MA222 and MA305","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"52","MA465","General Topology","Metric spaces and topological spaces; continuity and homeomorphisms; separation properties; countability properties; compactness; connectedness and path-connectedness; product spaces and quotient spaces; the fundamental group and covering spaces. ",3,"","","MA215 and MA250.","",FALSE,FALSE,FALSE,""
"53","MA470","Financial Mathematics III","Continuous-time financial models and riskless asset pricing. The Black-Scholes theory (including the Black-Scholes PDE). Arbitrage free pricing of European, American, and exotic options. Optional topics: stochastic volatility and jump-diffusion models; continuous-time interest rate models; pricing bonds and derivatives on interest rates.",3,"","","MA370, MA451.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"54","MA471","Computational Methods in Finance","Numerical methods used in financial engineering and risk management, including numerical solutions of ordinarily differential equations, finite difference methods, numerical optimization, Monte Carlo and quasi-Monte Carlo methods, numerical solutions of stochastic differential equations, fast Fourier and other discrete transform methods. The computational methods are illustrated with the use of programming languages such as MAPLE, MATLAB and VBA.",3,"","","MA205; MA370; and either MA307 or MA371","Hours per week:Lecture/Discussion: 3Lab: 2 (biweekly)",TRUE,TRUE,FALSE,""
"55","MA475","Ring and Field Theory","Rings; subrings, quotient rings and ring homomorphisms; ideal theory; polynomial rings; integral domains and divisor theory; fields and field extensions; the Fundamental Theorem of Galois Theory.",3,"","","MA222, MA323.","",FALSE,FALSE,FALSE,""
"56","MA477","Quantitative Financial Risk Management","This course will introduce students to a variety of topics in risk management. The defining feature of this course is that it will cover topics that are not typically covered in the traditional mathematical finance curriculum. As such it will be an important differentiator for the program. Topics might include (but will not necessarily be limited to) some of the following:",3,"","","MA270, MA307 or MA371, ST260.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"57","MA480","Directed Research","A detailed study of a topic under faculty supervision including the submission of a formal report.",6,"","","Permission of the department.","",FALSE,FALSE,FALSE,"Irregular course"
"58","MA485","Directed Studies","",3,"","","Permission of the department.†","",FALSE,FALSE,FALSE,"Irregular course"
"59","MA487","Mathematical Modelling in the Applied Sciences and Finance","An introduction to modelling tools used in modern applications of mathematics, including: dimensional analysis and scaling; discrete and continuous models; finite and infinite dimensional systems; variational modeling. Other topics may include: Financial bubbles. Interbank networks. Diffusion. Chemical kinetics. Stochastic models. Population models. Basic continuum mechanics.",3,"","","MA205, MA307 or MA371 or CP315/PC315.","",FALSE,FALSE,FALSE,""
"60","MA489","Honours Seminar","Completion of an appropriate individual project under faculty supervision, including submission of a final report and presentation in a department seminar. (Consult department for details.)",3,"","","Permission of the department.","",FALSE,FALSE,FALSE,""
"61","MA495","Special Topics","",3,"","","Permission of the department.††","",FALSE,FALSE,FALSE,"Irregular course"
"62","ST230","Introduction to Probability and Statistics for Science","Data collection and description including univariate and bivariate frequency tables, histograms and summary statistics; elementary probability theory; random variables and expectations; sampling theory and the Central Limit Theorem; estimation and hypothesis testing for data from one and two normal populations.",3,"MA240, MA241, BU205, BU255, EC205, EC255, EC285, ST231; prior credit for ST260, current enrolment in ST260.","","One of: MA101, MA103, or MA110","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,"This course may not count for credit in Honours Mathematics, Financial Mathematics, or Data Science programs."
"63","ST231","Statistical Methods for Life and Health Sciences","This course covers all basic statistical concepts, and includes relevant examples for life and health science students. The course introduces descriptive and inferential statistics; basic probability theory; discrete and continuous random variables with focus on binomial and normal random variables; statistical inference for population means and population proportions, both for one and two populations, with focus on confidence intervals and tests of hypotheses. Furthermore, simple and multiple linear regression methods are covered as well as one-way and two-way ANOVA. Problems are analyzed with the aid of appropriate software.",3,"BU205, BU255, EC205, EC255, EC285, MA141, MA240, MA241, PS296, ST230; prior credit for ST260; current enrolment in ST260.","","One of: MA100, MA101, MA102, MA103, MA110.","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,"This course may not count for credit in Honours Mathematics, Financial Mathematics, or Data Science programs."
"64","ST259","Probability I","Elementary probability theory; conditional probability and independence; discrete and continuous random variables; expected value, variance, covariance and correlation; introduction to Moment Generating Functions, the Law of Large Numbers and the Central Limit Theorem.",3,"MA240.","","MA104, or (one of MA101, MA103, MA110, and either MA121 or MA122).","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"65","ST260","Introduction to Statistics","Numerical and visual exploratory data analysis; probability models; point and interval estimation; bias and mean squared error of estimators; single-sample, paired and two- sample inference and hypothesis testing; introduction to experimental design and analysis of variance; introduction to goodness of fit and categorical data analysis; a thorough development of the simple linear regression model.",3,"MA240, MA241, BU205, BU255, EC205, EC255, EC285, [Note: Students holding credit in statistical quantitative methods courses other than those listed above are strongly advised to consult with their home departments before registering in ST260.]","","ST259.","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,"NA"
"66","ST344","Introduction to Experimental Design and Survey Sampling","This course provides an introduction to two related areas of statistics -- experimental design and survey sampling. Topics covered in experimental design include randomization and replication; completely randomized and randomized complete block experiments; designs and analysis of variance (ANOVA) tables for fixed, random and mixed effects models; and efficiency of designs. The survey sampling part of the course provides a basic understanding of sample surveys and emphasizes the statistical aspects of taking and analyzing survey samples. Topics include: common sampling methods such as simple random, cluster and stratified sampling; sampling with unequal probabilities, sampling weights; complex surveys and its application to statistical modelling.",3,"MA344.","","ST260 or (ST259 and one of ST230, ST231).","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"67","ST358","Applied Probability","Multivariate and conditional probability distributions; multivariate normal distribution; construction of multivariate distributions using copulas; Poisson processes; discrete-time Markov chains.",3,"","","ST259 and one of MA200, MA201.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"68","ST359","Probability II","Formal probability spaces and random variables; multivariate and conditional distributions; functions of jointly distributed random variables; mathematical expectation; conditioning; moment generating function and other transforms; functions of random variables; modes of convergence and limit theorems; introduction to topics in applied probability.",3,"MA340.","","MA200 or MA201, ST259.","Hours per week:Lecture/Discussion: 3Tutorial/Seminar: 1.5 (biweekly)",TRUE,FALSE,TRUE,""
"69","ST361","Mathematical Statistics","Parametric statistics; principles of data reduction including sufficiency and likelihood function; point estimation including methods of finding estimators and properties of estimators; interval estimation; hypothesis testing including likelihood ratio testing; introduction to Bayesian analysis.",3,"MA341.","","MA200 or MA201, ST260 or (ST259 and one of ST230, ST231).","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"70","ST362","Regression Analysis","",3,"MA242","","MA122, ST260 or (ST259 and one of ST230, ST231).","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"71","ST462","Advanced Regression Analysis","This course provides a broad overview of modern statistical methods for regression analysis. Statistical methodology may include generalized linear models, generalized additive models, multilevel modelling, nonparametric methods and an introduction to survival analysis.",3,"MA348.","","ST362 or equivalent courses from other departments.","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"72","ST463","Computational Statistics","This course covers the implementation of a variety of computationally intensive statistical techniques. These include generation of random variables, vectors and processes; randomization methods; bootstrap methods; Markov chain Monte Carlo (MCMC) methods; numerical optimization in statistical inference [expectation-maximization (EM) algorithm, Fisher scoring, etc.].",3,"","","ST361, ST362; MA307 or MA371 is recommended.","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"73","ST473","Financial Data Analysis","",3,"","","MA270, MA307 or MA371, ST362.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"74","ST474","Monte Carlo Methods","",3,"MA495H.","","CP104 or MA207; MA200 or MA201; ST260 or (ST259 and one of ST230, ST231); and a 0.5 MA/ST credit at the 300 level (MA307 is recommended).","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"75","ST490","Stochastic Processes","Classification of stochastic processes; Markov Chains in discrete and continuous time including Poisson processes and birth-death processes; renewal theory; introduction to queuing theory.",3,"MA490.","","ST359.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"76","ST491","Survival Analysis","This course is designed to provide students with an understanding of the concepts, theoretical basis and statistical methods associated with survival data. Topics include censoring and truncation, Kaplan-Meier estimators, log-rank statistics, parametric models, proportional hazards models, competing risks and recurrent events. Models and techniques will be illustrated using examples from a variety of fields including medical and clinical research, insurance, and finance.",3,"","","ST362.","Hours per week:Lecture/Discussion: 3Lab: 1.5 (biweekly)",TRUE,TRUE,FALSE,""
"77","ST492","Time Series Analysis","(Cross-listed as EC455.)",3,"","","","",FALSE,FALSE,FALSE,""
