"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Breadth Category","Quantitative Requirement","Writing Requirement"
"11","CMPT 130","Introduction to Computer Programming I","An introduction to computing science and computer programming, using a systems oriented language, such as C or C++. This course introduces basic computing science concepts. Topics will include: elementary data types, control structures, functions, arrays and strings, fundamental algorithms, computer organization and memory management. Students who have taken CMPT 125, 129 or 135 first may not then take this course for further credit. Quantitative/",3,"Students with credit for CMPT 102, 120, 128 or 166 may not take this course for further credit.","","Prerequisite: BC Math 12 (or equivalent, or any of MATH 100, 150, 151, 154, or 157, with a minimum grade of C-).","Breadth-Science.",FALSE,FALSE
"12","CMPT 135","Introduction to Computer Programming II","A second course in systems-oriented programming and computing science that builds upon the foundation set in CMPT 130 using a systems-oriented language such as C or C++. Topics: a review of the basic elements of programming; introduction to object-oriented programming (OOP); techniques for designing and testing programs; use and implementation of elementary data structures and algorithms; introduction to embedded systems programming. Quantitative.",3,"Students with credit for CMPT 125, 126, or 129 may not take this course for further credit.","","Prerequisite: CMPT 130 with a minimum grade of C-.","",TRUE,FALSE
"13","CMPT 165","Introduction to the Internet and the World Wide Web","We shall examine the structure of the Internet and the World Wide Web as well as design and create web sites. Students who have obtained credit for, or are currently enrolled in a CMPT course at the 200-division or higher, CMPT 125, 135 or 170, or IAT 265 or 267 may not take CMPT 165 for further credit.",3,"","","","Breadth-Science.",FALSE,FALSE
"14","CMPT 166","An Animated Introduction to Programming","An informal introduction to programming using examples drawn from animation and graphics. Fundamental programming language features are covered, including variables, expressions, statements, loops, functions, and objects. Class design, event-driven programming or other advanced programming techniques may be introduced as needed. No prior programming experience is assumed. Students who have taken CMPT 125, 129 or 135 first may not then take this course for further credit. Quantitative/",3,"Students with credit for CMPT 102, 120, 128 or 130 may not take this course for further credit.","","Prerequisite: Recommended: BC Math 12 or equivalent.","Breadth-Science.",FALSE,FALSE
"15","CMPT 210","Probability and Computing","Probability has become an essential tool in modern computer science with applications in randomized algorithms, computer vision and graphics, systems, data analysis, and machine learning. The course introduces the foundational concepts in probability as required by many modern applications in computing.",3,"","","Prerequisite: MACM 101, MATH 152, and MATH 240, all with a minimum grade of C-.","",FALSE,FALSE
"16","CMPT 213","Object Oriented Design in Java","An introduction to object oriented design using Java. The Java programming language is introduced, with an emphasis on its advanced features. The course covers the building blocks of object oriented design including inheritance, polymorphism, interfaces and abstract classes. A number of object oriented design patterns are presented, such as observer, iterator, and singleton. The course also teaches best-practices in code construction. It includes a basic introduction to programming event driven graphical user interfaces.",3,"Students with credit for CMPT 212 cannot take this course for further credit.","","Prerequisite: CMPT 225 with a minimum grade of C-.","",FALSE,FALSE
"17","CMPT 218","Special Topics in Computing Science","Special topics in computing science which are of current interest or are not covered in the regular curriculum will be offered from time to time depending on availability of faculty and on student interest.",3,"","","","",FALSE,FALSE
"18","CMPT 225","Data Structures and Programming","Introduction to a variety of practical and important data structures and methods for implementation and for experimental and analytical evaluation. Topics include: stacks, queues and lists; search trees; hash tables and algorithms; efficient sorting; object-oriented programming; time and space efficiency analysis; and experimental evaluation. Quantitative.",3,"","","Prerequisite: (MACM 101 and (CMPT 125, CMPT 129 or CMPT 135)) or (ENSC 251 and ENSC 252), all with a minimum grade of C-.","",TRUE,FALSE
"19","CMPT 272","Web I - Client-side Development","Introduces students to the fundamentals of client-side web programming. Students will gain experience working with markup languages such as HTML and CSS as well as define dynamic behaviour using JavaScript and TypeScript. Students will be introduced to popular front-end frameworks. The web architecture will be discussed, and web services will be invoked using basic API calls to existing REST APIs.",3,"Students with credit for CMPT 165 may not take this course for further credit.","","Prerequisite: CMPT 120 or CMPT 130 or CMPT 128, with a minimum grade of C-.","",FALSE,FALSE
"20","CMPT 275","Software Engineering I","Introduction to software engineering techniques used in analysis/design and in software project management. The course centres on a team project involving requirements gathering, object analysis and simple data normalization, use-case-driven user documentation and design followed by implementation and testing. Additionally, there is an introduction to project planning, metrics, quality assurance, configuration management, and people issues. MATH 154 or MATH 157 with at least a B+ may be substituted for MATH 151 or MATH 150.",4,"Students with credit for CMPT 276 may not take this course for further credit.","","Prerequisite: One W course, CMPT 225, (MACM 101 or (ENSC 251 and ENSC 252)) and (MATH 151 or MATH 150), all with a minimum grade of C-.","",FALSE,FALSE
"21","CMPT 276","Introduction to Software Engineering","An overview of various techniques used for software development and software project management. Major tasks and phases in modern software development, including requirements, analysis, documentation, design, implementation, testing,and maintenance. Project management issues are also introduced. Students complete a team project using an iterative development process. MATH 154 or MATH 157 with at least a B+ may be substituted for MATH 151 or MATH 150.",3,"Students with credit for CMPT 275 may not take this course for further credit.","","Prerequisite: One W course, CMPT 225, (MACM 101 or (ENSC 251 and ENSC 252)) and (MATH 151 or MATH 150), all with a minimum grade of C-.","",FALSE,FALSE
"22","CMPT 295","Introduction to Computer Systems","The curriculum introduces students to topics in computer architecture that are considered fundamental to an understanding of the digital systems underpinnings of computer systems.",3,"","","Prerequisite: Either (MACM 101 and (CMPT 125 or CMPT 135)) or (MATH 151 and CMPT 102 for students in an Applied Physics program), all with a minimum grade of C-.","",FALSE,FALSE
"23","CMPT 300","Operating Systems I","This course aims to give the student an understanding of what a modern operating system is, and the services it provides. It also discusses some basic issues in operating systems and provides solutions. Topics include multiprogramming, process management, memory management, and file systems.",3,"","","Prerequisite: CMPT 225 and (CMPT 295 or ENSC 254), all with a minimum grade of C-.","",FALSE,FALSE
"24","CMPT 305","Computer Simulation and Modelling","This course is an introduction to the modelling, analysis, and computer simulation of complex systems. Topics include analytic modelling, discrete event simulation, experimental design, random number generation, and statistical analysis.",3,"","","Prerequisite: CMPT 225, (MACM 101 or (ENSC 251 and ENSC 252)) and STAT 270, all with a minimum grade of C-.","",FALSE,FALSE
"25","CMPT 307","Data Structures and Algorithms","Design and analysis of efficient data structures and algorithms. General techniques for building and analyzing algorithms (greedy, divide & conquer, dynamic programming, network flows). Introduction to NP-completeness. MATH 154 or MATH 157 with a grade of at least B+ may be substituted for MATH 150 or MATH 151.",3,"","","Prerequisite: CMPT 225, (MACM 201 or CMPT 210), (MATH 150 or MATH 151), and (MATH 232 or MATH 240), all with a minimum grade of C-.","",FALSE,FALSE
"26","CMPT 308","Computability and Complexity","Formal models of computation such as automata and Turing machines. Decidability and undecidability. Recursion Theorem. Connections between computability and logic (Gödel’s Incompleteness). Time and space complexity classes. NP-completeness.",3,"","","Prerequisite: (MACM 201 or CMPT 210) with a minimum grade of C-.","",FALSE,FALSE
"27","CMPT 310","Introduction to Artificial Intelligence","A survey of modern approaches for artificial intelligence (AI). Provides an introduction to a variety of AI topics and prepares students for upper-level courses. Topics include: problem solving with search; adversarial game playing; probability and Bayesian networks; machine learning; and applications such as robotics, visual computing and natural language.",3,"","","Prerequisite: CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-.","",FALSE,FALSE
"28","CMPT 318","Special Topics in Computing Science","Special topics in computing science at the 300 level. Topics that are of current interest or are not covered in regular curriculum will be offered from time to time depending on availability of faculty and student interest. Additional prerequisites to be determined by the instructor subject to approval by the undergraduate program chair.",3,"","","Prerequisite: CMPT 225 with a minimum grade of C-.","",FALSE,FALSE
"29","CMPT 320","Social Implications - Computerized Society","An examination of social processes that are being automated and implications for good and evil, that may be entailed in the automation of procedures by which goods and services are allocated. Examination of what are dehumanizing and humanizing parts of systems and how systems can be designed to have a humanizing effect.",3,"","","Prerequisite: A CMPT course with a minimum grade of C- and 45 units.","Breadth-Science.",FALSE,FALSE
"30","CMPT 322W","Professional Responsibility and Ethics","The theory and practice of computer ethics. The basis for ethical decision-making and the methodology for reaching ethical decisions concerning computing matters will be studied. Writing as a means to understand and reason about complex ethical issues will be emphasized.",3,"Students with credit for CMPT 322 may not take this course for further credit.","","Prerequisite: Three CMPT units, 30 total units, and any lower division W course.","",FALSE,TRUE
"31","CMPT 340","Biomedical Computing","The principles involved in using computers for data acquisition, real-time processing, pattern recognition and experimental control in biology and medicine will be developed. The use of large data bases and simulation will be explored.",3,"","","Prerequisite: Completion of 60 units including one of CMPT 125, 126, 128, 135, with a minimum grade of C- or CMPT 102 with a grade of B or higher.","",FALSE,FALSE
"32","CMPT 353","Computational Data Science","Basic concepts and programming tools for handling and processing data. Includes data acquisition, cleaning data sources, application of machine learning techniques and data analysis techniques, large-scale computation on a computing cluster.",3,"","","Prerequisite: CMPT 225 and (STAT 101, STAT 270, ENSC 280, or MSE 210), with a minimum grade of C-.","",FALSE,FALSE
"33","CMPT 354","Database Systems I","Logical representations of data records. Data models. Studies of some popular file and database systems. Document retrieval. Other related issues such as database administration, data dictionary and security.",3,"","","Prerequisite: CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-.","",FALSE,FALSE
"34","CMPT 361","Introduction to Computer Graphics","This course provides an introduction to the fundamentals of computer graphics. Topics include graphics display and interaction hardware, basic algorithms for 2D primitives, anti-aliasing, 2D and 3D geometrical transformations, 3D projections/viewing, Polygonal and hierarchical models, hidden-surface removal, basic rendering techniques (color, shading, raytracing, radiosity), and interaction techniques.",3,"","","Prerequisite: CMPT 225 and MATH 232 or 240, all with a minimum grade of C-.","",FALSE,FALSE
"35","CMPT 362","Mobile Applications Programming and Design","Teaches students how to design and implement smartphone applications. Topics include development environment, phone emulator, key programming paradigms, UI design including views, fragments, and activities, data persistence, threads, services, embedded sensors, and location based services (e.g., Google Maps). Concepts are reinforced through programming assignments and group projects.",3,"Students with credit for IAT 359 may not take this course for further credit.","","Prerequisite: CMPT 225 with a minimum grade of C-.","",FALSE,FALSE
"36","CMPT 363","User Interface Design","This course provides a comprehensive study of user interface design. Topics include: goals and principles of UI design (systems engineering and human factors), historical perspective, current paradigms (widget-based, mental model, graphic design, ergonomics, metaphor, constructivist/iterative approach, and visual languages) and their evaluation, existing tools and packages (dialogue models, event-based systems, prototyping), future paradigms, and the social impact of UI.",3,"","","Prerequisite: CMPT 225 with a minimum grade of C-.","",FALSE,FALSE
"37","CMPT 365","Multimedia Systems","Multimedia systems design, multimedia hardware and software, issues in effectively representing, processing, and retrieving multimedia data such as text, graphics, sound and music, image and video.",3,"","","Prerequisite: CMPT 225 with a minimum grade of C-.","",FALSE,FALSE
"38","CMPT 371","Data Communications and Networking","Data communication fundamentals (data types, rates, and transmission media). Network architectures for local and wide areas. Communications protocols suitable for various architectures. ISO protocols and internetworking. Performance analysis under various loadings and channel error rates. MATH 154 or MATH 157 with a grade of at least B+ may be substituted for MATH 151 (MATH 150).",3,"","","Prerequisite: CMPT 225 and (MATH 151 or MATH 150), with a minimum grade of C-.","",FALSE,FALSE
"39","CMPT 372","Web II - Server-side Development","Introduces students to the fundamentals of server-side web development. Students will gain experience working with backend web frameworks, designing and implementing web APIs, and deploying web systems. Students will be introduced to popular back-end frameworks. The course will focus on the design, creating, implementation, and deployment of backend systems, including APIs.",3,"Students with credit for CMPT 470 may not take this course for further credit.","","Prerequisite: CMPT 272 and CMPT 225, both with a minimum grade of C-.","",FALSE,FALSE
"40","CMPT 373","Software Development Methods","Survey of modern software development methodology. Several software development process models will be examined, as will the general principles behind such models. Provides experience with different programming paradigms and their advantages and disadvantages during software development.",3,"","","Prerequisite: CMPT 276 or 275, with a minimum grade of C-.","",FALSE,FALSE
"41","CMPT 376W","Technical Writing and Group Dynamics","Covers professional writing in computing science, including format conventions and technical reports. Attention is paid to group dynamics, including team leadership, dispute resolution, cognitive bias, professional ethics and collaborative writing. Research methods are also discussed. The use of LaTeX and various version control tools are emphasized.",3,"Students with credit for CMPT 376 may not take this course for further credit.","","Prerequisite: CMPT 105W and (CMPT 275 or CMPT 276), with a minimum grade of C-.","",FALSE,TRUE
"42","CMPT 379","Principles of Compiler Design","This course covers the key components of a compiler for a high level programming language. Topics include lexical analysis, parsing, type checking, code generation and optimization. Students will work in teams to design and implement an actual compiler making use of tools such as lex and yacc.",3,"","","Prerequisite: (MACM 201 or CMPT 210), (CMPT 295 or ENSC 215) and CMPT 225, all with a minimum grade of C-.","",FALSE,FALSE
"43","CMPT 383","Comparative Programming Languages","Various concepts and principles underlying the design and use of modern programming languages are considered in the context of procedural, object-oriented, functional and logic programming languages. Topics include data and control structuring constructs, facilities for modularity and data abstraction, polymorphism, syntax, and formal semantics.",3,"","","Prerequisite: CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-.","",FALSE,FALSE
"44","CMPT 384","Symbolic Computing","This course considers modelling and programming techniques appropriate for symbolic data domains such as mathematical expressions, logical formulas, grammars and programming languages. Topics include recursive and functional programming style, grammar-based data abstraction, simplification and reduction transformations, conversions to canonical form, environment data structures and interpreters, metaprogramming, pattern matching and theorem proving.",3,"","","Prerequisite: CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-.","",FALSE,FALSE
"45","CMPT 403","System Security and Privacy","Starting from cybersecurity principles, students will learn to protect systems from attacks on data confidentiality, integrity, system availability, and user privacy. By modeling system security, students will learn to find weaknesses in software, hardware, networks, data storage systems, and the Internet, and identify current security practices to protect these systems.",3,"","","Prerequisite: CMPT 300 with a minimum grade of C-.","",FALSE,FALSE
"46","CMPT 404","Cryptography and Cryptographic Protocols","The main cryptographic tools and primitives, their use in cryptographic applications; security and weaknesses of the current protocols. The notion of security, standard encryption schemes, digital signatures, zero-knowledge, selected other topics. CMPT 307 and 308 are recommended.",3,"","","Prerequisite: (MACM 201 or CMPT 210) with a minimum grade of C-.","",FALSE,FALSE
"47","CMPT 405","Design and Analysis of Computing Algorithms","Models of computation, methods of algorithm design; complexity of algorithms; algorithms on graphs, NP-completeness, approximation algorithms, selected topics.",3,"","","Prerequisite: CMPT 307 with a minimum grade of C-.","",FALSE,FALSE
"48","CMPT 406","Computational Geometry","Mathematical preliminaries; convex hull algorithms; intersection problems; closest-point problems and their applications.",3,"","","Prerequisite: CMPT 307 with a minimum grade of C-.","",FALSE,FALSE
"49","CMPT 407","Computational Complexity","Study of what is, and is not, efficiently computable with limited resources (time, space, randomness, parallelism, nondeterminism, interaction, and quantum). Complexity classes and connections among them. Interplay between complexity and algorithm design. CMPT 308 is recommended.",3,"","","Prerequisite: CMPT 307 with a minimum grade of C-.","",FALSE,FALSE
"50","CMPT 409","Special Topics in Theoretical Computing Science","Current topics in theoretical computing science depending on faculty and student interest.",3,"","","Prerequisite: CMPT 307 with a minimum grade of C-.","",FALSE,FALSE
"51","CMPT 410","Machine Learning","Machine Learning (ML) is the study of computer algorithms that improve automatically through experience. This course introduces students to the theory and practice of machine learning, and covers mathematical foundations, models such as (generalized) linear models, kernel methods and neural networks, loss functions for classification and regression, and optimization methods.",3,"Students with credit for CMPT 419 under the title ""Machine Learning"" may not take this course for further credit.","","Prerequisite: CMPT 310 and MACM 316, both with a minimum grade of C-.","",FALSE,FALSE
"52","CMPT 411","Knowledge Representation","Formal and foundational issues dealing with the representation of knowledge in artificial intelligence systems are covered. Questions of semantics, incompleteness, non-monotonicity and others will be examined. As well, particular approaches, such as procedural or semantic network, may be discussed.",3,"","","Prerequisite: Completion of nine units in Computing Science upper division courses or, in exceptional cases, permission of the instructor.","",FALSE,FALSE
"53","CMPT 412","Computational Vision","Computational approaches to image understanding will be discussed in relation to theories about the operation of the human visual system and with respect to practical applications in robotics. Topics will include edge detection, shape from shading, stereopsis, optical flow, Fourier methods, gradient space, three-dimensional object representation and constraint satisfaction.",3,"","","Prerequisite: MATH 152 with a minimum grade of C-, and nine units in Computing upper division courses or permission of the instructor.","",FALSE,FALSE
"54","CMPT 413","Computational Linguistics","This course examines the theoretical and applied problems of constructing and modelling systems, which aim to extract and represent the meaning of natural language sentences or of whole discourses, but drawing on contributions from the fields of linguistics, cognitive psychology, artificial intelligence and computing science.",3,"","","Prerequisite: Completion of nine units in Computing Science upper division courses or, in exceptional cases, permission of the instructor.","",FALSE,FALSE
"55","CMPT 414","Model-Based Computer Vision","This course covers various topics in computer vision with the emphasis on the model-based approach. Main subjects include 2-D and 3-D representations, matching, constraint relaxation, model-based vision systems. State-of-the-art robot vision systems will be used extensively as study cases. The solid modelling and CAD aspects of this course should also interest students of computer graphics.",3,"","","Prerequisite: MATH 152 with a minimum grade of C- and nine units in CMPT upper division courses, or permission of the instructor.","",FALSE,FALSE
"56","CMPT 415","Special Research Projects","To be individually arranged.",3,"","","Prerequisite: Permission of Instructor and School.","",FALSE,FALSE
"57","CMPT 416","Special Research Projects","To be individually arranged.",3,"","","Prerequisite: Permission of the department.","",FALSE,FALSE
"58","CMPT 417","Intelligent Systems","Intelligent Systems using modern constraint programming and heuristic search methods. A survey of this rapidly advancing technology as applied to scheduling, planning, design and configuration. An introduction to constraint programming, heuristic search, constructive (backtrack) search, iterative improvement (local) search, mixed-initiative systems and combinatorial optimization.",3,"","","Prerequisite: CMPT 225 with a minimum grade of C-.","",FALSE,FALSE
"59","CMPT 419","Special Topics in Artificial Intelligence","Current topics in artificial intelligence depending on faculty and student interest.",3,"","","","",FALSE,FALSE
"60","CMPT 420","Deep Learning","In machine learning, many recent successes have been achieved using neural networks with several layers, so-called deep neural networks. Convolutional neural nets, autoencoders, recurrent neural nets, long-short term memory networks, and generative adversarial networks will be presented. Students will look at techniques for training them from data, and applications.",3,"Students with credit for CMPT 728 may not take this course for further credit.","","Prerequisite: CMPT 410 or CMPT 419 (Machine Learning), with a minimum grade of C-.","",FALSE,FALSE
"61","CMPT 426","Practicum I","First term of work experience in the School of Computing Science Co-operative Education Program. Units from this course do not count towards the units required for an SFU degree. Graded as pass/fail (P/F). sfu.ca/coop/bol for further details) at least two terms before their anticipated co-op placement. Students must then enroll with the co-op program by the second week of the term preceding the work term. Normally, students will have completed a minimum of 45 units by the end of the term of application, CMPT 275 or 276, and have a minimum CGPA of 2.50.",3,"","","Prerequisite: Students must complete Bridging Online (visit www.","",FALSE,FALSE
"62","CMPT 427","Practicum II","The second term of work experience for students in the Computing Science Co-operative Education Program. Units from this course do not count towards the units required for an SFU degree. Graded as pass/fail (P/F). 50.",3,"","","Prerequisite: CMPT 426, CGPA of 2.","",FALSE,FALSE
"63","CMPT 428","Practicum III","The third term of work experience for students in the Computing Science Co-operative Education Program. Units from this course do not count towards the units required for an SFU degree. Graded as pass/fail (P/F). 50.",3,"","","Prerequisite: CMPT 427, CGPA of 2.","",FALSE,FALSE
"64","CMPT 429","Practicum IV","The fourth term of work experience for students in the Computing Science Co-operative Education Program. Units from this course do not count towards the units required for an SFU degree. Graded as pass/fail (P/F). 50.",3,"","","Prerequisite: CMPT 428, CGPA of 2.","",FALSE,FALSE
"65","CMPT 430","Practicum V","An optional fifth term of work experience for students in the Computing Science Co-operative Education Program. Units from this course do not count towards the units required for an SFU degree. This course may be repeated for credit at most twice. Repeating for credit requires approval of the School. Graded as pass/fail (P/F). 50.",3,"","","Prerequisite: CMPT 429, CGPA of 2.","",FALSE,FALSE
"66","CMPT 431","Distributed Systems","An introduction to distributed systems: systems consisting of multiple physical components connected over a network. Architectures of such systems, ranging from client-server to peer-to-peer. Distributed systems are analyzed via case studies of real network file systems, replicated systems, sensor networks and peer-to-peer systems. Hands-on experience designing and implementing a complex distributed system.",3,"Students with credit for CMPT 401 before September 2008 may not take this course for further credit.","","Prerequisite: CMPT 300, 371, both with a minimum grade of C-.","",FALSE,FALSE
"67","CMPT 433","Embedded Systems","The basics of embedded system organization, hardware-software co-design, and programmable chip technologies are studied. Formal models and specification languages for capturing and analyzing the behavior of embedded systems. The design and use of tools for system partitioning and hardware/software co-design implementation, validation, and verification are also studied.",3,"","","Prerequisite: CMPT 295 and CMPT 300, with a minimum grade of C-.","",FALSE,FALSE
"68","CMPT 441","Computational Biology","This course introduces students to the computing science principles underlying computational biology. The emphasis is on the design, analysis and implementation of computational techniques. Possible topics include algorithms for sequence alignment, database searching, gene finding, phylogeny and structure analysis.",3,"Students with credit for CMPT 341 may not take this course for further credit.","","Prerequisite: CMPT 307 with a minimum grade of C-.","",FALSE,FALSE
"69","CMPT 450","Computer Architecture","Principles of the architecture of computing systems. Topics include: superscalar processor micro-architecture, speculative execution, cache and memory hierarchy, multiprocessors, cache coherence, memory consistency, implications of technology on architecture, parallel architectures (multi-threading, GPUs, vector processors).",3,"","","Prerequisite: CMPT 295 with a minimum grade of C-.","",FALSE,FALSE
"70","CMPT 454","Database Systems II","An advanced course on database systems which covers crash recovery, concurrency control, transaction processing, distributed database systems as the core material and a set of selected topics based on the new developments and research interests, such as object-oriented data models and systems, extended relational systems, deductive database systems, and security and integrity.",3,"","","Prerequisite: CMPT 300 and 354, with a minimum grade of C-.","",FALSE,FALSE
"71","CMPT 456","Information Retrieval and Web Search","Introduction to the essentials of information retrieval and the applications of information retrieval in web search and web information systems. Topics include the major models of information retrieval, similarity search, text content search, link structures and web graphics, web mining and applications, crawling, search engines, and some advanced topics such as spam detection, online advertisement, and fraud detection in online auctions.",3,"","","Prerequisite: CMPT 354 with a minimum grade of C-.","",FALSE,FALSE
"72","CMPT 459","Special Topics in Database Systems","Current topics in database and information systems depending on faculty and student interest.",3,"","","Prerequisite: CMPT 354 with a minimum grade of C-.","",FALSE,FALSE
"73","CMPT 461","Computational Photography and Image Manipulation","Computational Photography is concerned with overcoming the limitations of traditional photography with computation: in optics, sensors, and geometry; and even in composition, style, and human interfaces. The course covers computational techniques to improve the way we process, manipulate, and interact with visual media. The covered topics include image-based lighting and rendering, camera geometry and optics, computational apertures, advanced image filtering operations, high-dynamic range, image blending, texture synthesis and inpainting.",3,"Students with credit for CMPT 451 may not take this course for further credit.","","Prerequisite: CMPT 361, (MACM 201 or CMPT 210), and MACM 316, all with a minimum grade of C-.","",FALSE,FALSE
"74","CMPT 464","Geometric Modelling in Computer Graphics","Covers advanced topics in geometric modelling and processing for computer graphics, such as Bezier and B-spline techniques, subdivision curves and surfaces, solid modelling, implicit representation, surface reconstruction, multi-resolution modelling, digital geometry processing (e.g. mesh smoothing, compression, and parameterization), point-based representation, and procedural modelling.",3,"Students with credit for CMPT 469 between 2003 and 2007 or equivalent may not take this course for further credit.","","Prerequisite: CMPT 361, MACM 316, both with a minimum grade of C-.","",FALSE,FALSE
"75","CMPT 466","Animation","Topics and techniques in animation, including: The history of animation, computers in animation, traditional animation approaches, and computer animation techniques such as geometric modelling, interpolation, camera controls, kinematics, dynamics, constraint-based animation, realistic motion, temporal aliasing, digital effects and post production.",3,"","","Prerequisite: CMPT 361 and MACM 316, with a minimum grade of C- or permission of the instructor.","",FALSE,FALSE
"76","CMPT 467","Visualization","Presents advanced topics in the field of scientific and information visualization. Topics include an introduction to visualization (importance, basic approaches, and existing tools), abstract visualization concepts, human perception, visualization methodology, data representation, 2D and 3D display, interactive visualization, and their use in medical, scientific, and business applications.",3,"","","Prerequisite: CMPT 361, MACM 316, both with a minimum grade of C-.","",FALSE,FALSE
