"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Hours","Lecture","Lab","Tutorial","Breadth Requirement","Note"
"11","Software Engineering 3350A/B","Software Engineering Design I","Design and implementation of a large group project illustrating the design concepts being taught and promoting team interaction in a professional setting.",3,"Computer Science 3307 A/B/Y (if SE 3350A/B was taken prior to 2022/23 academic year).","SE 3353A/B","SE 2203A/B, SE 3352A/B, SE 3351A/B","1 lecture hour, 3 tutorial/laboratory hours",TRUE,TRUE,FALSE,"Category C",""
"12","Software Engineering 3351A/B","Software Project & Process Management","Project Management and Software Process life cycles. Includes detailed analysis of components of each process. Metrics, tools and related standards associated with those components. Integration into a complete software project planning including software effort, scheduling and cost estimation, software quality management, and software risk management.",3,"Computer Science 3377A/B.","","SE 2203A/B, SE 2250A/B or ECE 3390A/B, Mathematics 2151A/B or Mathematics 2155A, SE 2205A/B or Computer Science 2210A/B","3 lecture hours per week, 1 tutorial hour per week, 12 times per term",TRUE,FALSE,TRUE,"Category C",""
"13","Software Engineering 3352A/B","Software Requirements And Analysis","Requirements includes a feasibility study of the desired systems, elicitations and analysis of user's needs, the creation of a precise description of what the system should and should not do along with any constraints on its operation and implementation, and the validation of this specification by the users.",3,"Computer Science 4473A/B.","","(SE 2203A/B and SE 2205A/B) or (Computer Science 2210A/B and Computer Science 2212A/B/Y)","2 lecture hours, 2 laboratory hours",TRUE,TRUE,FALSE,"Category C",""
"14","Software Engineering 3353A/B","Human-Computer Interface Design","Design and testing of user interfaces for the supervisory control of complex systems. Interfaces for human input and methods for displaying complex data using advanced graphics, interactive visualization methods. Advanced UI development software.",3,"Computer Science 4474A/B.","","SE 2203A/B, SE 2205A/B","2 lecture hours, 2 tutorial hours",TRUE,FALSE,TRUE,"Category C",""
"15","Software Engineering 4410A/B","Wireless Lans & Wans","This course concentrates on advanced aspects of switching and routing of complex, diverse LAN, MAN and WAN networks, including the design and provisioning of global intranets. Included is a detailed examination of remote access, including various wireless protocols.",3,"","","SE 3314A/B, or the former SE 3312A/B","3 lecture hours, 2 laboratory hours",TRUE,TRUE,FALSE,"Category C",""
"16","Software Engineering 4430A/B","Introduction To Computer Networking, Security & Iot Systems","SE 4430 covers the principle of computer networking, network architecture/layers and protocols, IoT networks & systems, IoT network/protocols and its connections, connections of things to cloud services, collecting data in an end-to-end- IoT systems, and network security. The course emphasizes the practical ability to interface and collect data from things and move the data collected securely through the Internet to process them in public and private data centers.",3,"ECE 4436A/B.","Data Science 3000A/B can be taken as co-requisite","ES 1036A/B, SE 2205A/B","3 lecture hours/week, 3 lab hour/week",TRUE,TRUE,FALSE,"Category C",""
"17","Software Engineering 4450","Software Engineering Design Ii","Design and implementation of a large software engineering project. Design, coding, testing and implementation are carried out by individual students or project groups under the supervision of a faculty member. Progress reports and a final engineering report are prepared; each student must deliver a public lecture on the work performed.",6,"CBE 4497, CEE 4441, ECE 4416, MME 4499, Engineering Science 4499.","SE 4452A/B, SE 4455A/B","Completion of third year of the Software Engineering program","6 laboratory hours, both terms",FALSE,TRUE,FALSE,"Category C",""
"18","Software Engineering 4452A/B","Software Testing & Maintenance","The course focuses on software testing, verification and validation, and maintenance issues. Topics include review/inspection, testing techniques, levels of testing (unit, integration, system, acceptance, regression, etc.), and testing tools (static and dynamic). Review of software tools/techniques to manage changes in software and to control the evolution of a software project.",3,"Computer Science 4472A/B.","","SE 3352A/B","3 lecture hours",TRUE,FALSE,FALSE,"Category C",""
"19","Software Engineering 4455A/B","Cloud Computing: Concepts, Technologies And Applications","The course concentrates on the fundamental elements of cloud computing such as resource virtualization and distributed systems including the main concepts of cloud infrastructures. Laboratory activities will allow students to be exposed to fundamental technologies used by cloud computing such as virtual machines, virtual machine monitors, resource allocations, etc.",3,"","Computer Science 4457A/B, only for Computer Science students","(ECE 4436A/B, SE 3313A/B, SE 3314A/B), or (Computer Science 3357A/B, Computer Science 3305A/B)","3 lecture hours, 2 laboratory hours",TRUE,TRUE,FALSE,"Category C",""
"20","Software Engineering 4460A/B","Machine Learning Fundamentals And Design For Engineers","The objective of this course is to introduce students to the fields of Machine Learning and Data Science. The students will learn various algorithms and how they are implemented to solve real world problems. Students will get hands-on experience in implementing these algorithms using various programming languages and platforms.",3,"Data Science 3000A/B, the former Computer Science 4414A/B.","","Engineering Science 1036A/B, Numerical and Mathematical Methods 1411A/B or the former Applied Mathematics 1411A/B, Statistical Sciences 2141A/B or Statistical Sciences 2143A/B","3 lecture hours per week, 2 lab hours per week 10 times per term, 1 tutorial hour per week, 10 times per term",TRUE,TRUE,TRUE,"Category C",""
"21","Software Engineering 4470A/B","Selected Topics In Software Engineering I","The course deals with topics of current interest in Software Engineering. Topics and course outline will be available at the time of registration.",3,"","","Completion of the third year of the Software Engineering program","3 lecture hours, 1 lab hour",TRUE,TRUE,FALSE,"Category C",""
"22","Software Engineering 4471A/B","Selected Topics In Software Engineering Ii","The course deals with topics of current interest in Software Engineering. Topics and course outline will be available at the time of registration.",3,"","","Completion of the third year of the Software Engineering program","3 lecture hours, 1 lab hour",TRUE,TRUE,FALSE,"Category C",""
"23","Software Engineering 4472A/B","Information Security","This course provides an introduction to the topic of security in the context of computer networks. The goals are to provide students with a foundation allowing them to identify, analyze, and solve network-related security problems in information systems with the emphasis on the engineering aspects of information security.",3,"","","ECE 4436A/B or Computer Science 3357A/B, SE 3313A/B or Computer Science 3305A/B","3 lecture hours, 2 tutorial/laboratory hours",TRUE,TRUE,FALSE,"Category C",""
