"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Lecture","Lab","Tutorial","Reading","Research","Notes"
"29","MATH 215","Great Ideas in Mathematics","Mathematics is used to unravel the secrets of nature. This course introduces students to the world of mathematical ideas and mathematical thinking. Without being overly technical, that is, without requiring any formal background from the student other than high school mathematics, the course delves into some of the great ideas of mathematics. The topics discussed range from the geometric results of the Ancient Greeks to the notion of infinity to more modern developments.",3,"Students who have received credit for INTE 215 may not take this course for credit","","",TRUE,FALSE,FALSE,FALSE,FALSE,"This course is designed as a suitable elective for students following an undergraduate program  It has no formal prerequisites and will not qualify students to enrol for any other Mathematics course, and cannot be used to satisfy a Mathematics requirement in any BSc or BA program "
"30","MATH 217","Topics in Mathematics and Statistics","This course is designed as an elective course for students who are not registered in a Mathematics and Statistics program. The particular topic varies from one term to the next and the material is dealt with in a manner appropriate for students who have no background in university‑level mathematics.",3,"","","",TRUE,FALSE,FALSE,FALSE,FALSE,"Students registered in a Mathematics and Statistics program may not take this course for credit "
"31","MATH 218","Reading Course in Mathematics and Statistics","This course is designed as an elective course for students who are not registered in a Mathematics and Statistics program. The particular topic varies from one term to the next and the material is dealt with in a manner appropriate for students who have no background in university‑level mathematics.",3,"","","",FALSE,FALSE,FALSE,TRUE,FALSE,"Students registered in a Mathematics and Statistics program may not take this course for credit "
"32","MATH 220","Mathematical Methods in Chemistry","First‑order differential equations (first‑ and second‑order chemical reactions). Hermite, Laguerre, and Legendre equations. Solutions by power series. Eigenfunctions and eigenvalues, Sturm‑Liouville theory.",3,"","","The following courses must be completed previously: Cegep Mathematics 203 or 201-NYB or MATH 205",TRUE,FALSE,FALSE,FALSE,FALSE,""
"33","MATH 251","Linear Algebra I","Matrices and linear equations; vector spaces; bases, dimension and rank; linear mappings and algebra of linear operators; matrix representation of linear operators; determinants; eigenvalues and eigenvectors; diagonalization.",3,"Students who have received credit for MAST 234 or ECON 325 may not take this course for credit","","The following courses must be completed previously: MATH 204 and MATH 205 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"34","MATH 252","Linear Algebra II","Characteristic and minimum polynomials; invariant subspaces, invariant direct sums; nilpotent operators, Jordan canonical form; cyclic subspaces; rational canonical form; bilinear and quadratic forms; inner product; orthogonality; adjoint operators and orthogonal operators.",3,"Students who have received credit for MAST 235 may not take this course for credit","","The following course must be completed previously: MATH 251 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"35","MATH 264","Advanced Calculus I","Introduction to limits and continuity in Rn. Multivariate calculus: the derivative as a linear approximation; matrix representation of derivatives; tangent spaces; gradients, extrema, including Lagrange multipliers, Taylor’s formula and the classification of critical points.",3,"Students who have received credit for MAST 218 may not take this course for credit","","The following courses must be completed previously: MATH 204 and MATH 205 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"36","MATH 265","Advanced Calculus II","Implicit functions and the implicit function theorem. Multiple integrals and change of variables. Curves, surfaces and vector calculus.",3,"Students who have received credit for MAST 219 may not take this course for credit","","The following course must be completed previously: MATH 264 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"37","MATH 339","Combinatorics","General principles of counting, permutations, combinations, identities, partitions, generating functions, Fibonacci numbers, Stirling numbers, Catalan numbers, principle of inclusion‑exclusion. Graphs, subgraphs, isomorphism, Euler graphs, Hamilton paths and cycles, planar graphs, Kuratowski’s Theorem, trees, colouring, 5‑colour theorem, matching, Hall’s theorem.",3,"Students who have received credit for COMP 339 may not take this course for credit","","",TRUE,FALSE,TRUE,FALSE,FALSE,""
"38","MATH 352","Linear Algebra III","Matrices, linear transformations, determinants, metric concepts, inner‑product spaces, dual spaces, spectral theorem, bilinear and quadratic forms, canonical forms for linear transformation, matrix functions, selected topics.",3,"","","The following course must be completed previously: MATH 252",TRUE,FALSE,FALSE,FALSE,FALSE,""
"39","MATH 354","Numerical Analysis","Error analysis in numerical algorithms; solution of non‑linear equations; fixed point iterations, rate of convergence. Interpolations and approximations, Legendre polynomials. Numerical integration and quadrature.",3,"Students who have received credit for MAST 334 may not take this course for credit","The following course must be completed previously: MATH 265 or equivalent; The following course must be completed previously or concurrently: MATH 252 or equivalent","The following course must be completed previously: MATH 265 or equivalent; The following course must be completed previously or concurrently: MATH 252 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"40","MATH 361","Operations Research","Introduction to the theory of optimization; linear programming, simplex method; revised simplex method; transport and assignment problems; integer programming; introduction to graphs and networks.",3,"Students who have received credit for MAST 224 or MATH 324 may not take this course for credit","","The following course must be completed previously: MATH 251 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"41","MATH 364","Analysis I","",3,"","","",TRUE,FALSE,FALSE,FALSE,FALSE,""
"42","MATH 365","Analysis II","Connectedness and compactness in the reals. Intermediate value theorem; extreme values for continuous functions. Differential and integral calculus; fundamental theorem of calculus; power series.",3,"","","The following course must be completed previously: MATH 264 or equivalent",FALSE,FALSE,FALSE,FALSE,FALSE,""
"43","MATH 366","Complex Analysis I","",3,"","","The following course must be completed previously: MATH 265 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"44","MATH 369","Abstract Algebra I","Introduction to the ring of integers and the integers modulo N. Groups: definitions and examples; sub‑groups, quotients and homomorphisms (including Lagrange’s theorem, Cayley’s theorem and the isomorphism theorems). Introduction to the Cauchy and Sylow theorems and applications.",3,"","","",TRUE,FALSE,FALSE,FALSE,FALSE,""
"45","MATH 370","Ordinary Differential Equations","Separable equations, exact equations, integrating factors, force fields, first order linear equations, input‑output concept, second order equations, Sturm‑Liouville problems, applications, series solutions, reduction of order, variation of parameters, nth‑order linear equations with constant coefficients, Laplace transforms, block diagrams, and signal‑flow graphs.",3,"Students who have received credit for MAST 330 may not take this course for credit","","The following courses must be completed previously: MATH 265, MATH 251 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"46","MATH 387","Mathematics Lab III","This lab will demonstrate the use of MAPLE software for Calculus, Linear Algebra, and Statistics.",2,"Students who have received credit for MATH 232 may not take this course for credit","","",FALSE,TRUE,FALSE,FALSE,FALSE,""
"47","MATH 392","Elementary Number Theory","Number systems, division and factorization, number‑theoretic functions, congruences, algebraic congruences and primitive roots, quadratic residues, diophantine equations.",3,"","","",TRUE,FALSE,FALSE,FALSE,FALSE,""
"48","MATH 397","History of Mathematics","Early mathematics, Greek mathematics, European mathematics in the Middle Ages, the origin and development of analytic geometry and calculus, mathematics as free creation, the generality of mathematics in the 20th century.",3,"","","The following courses must be completed previously: MATH 252; MATH 365",TRUE,FALSE,FALSE,FALSE,FALSE,""
"49","MATH 433","Calculus of Variations","Nature of problems, weak variations, the first variation, Euler’s equation. The second variation, Jacobi’s equation, Legendre’s test, conjugate points. Relative maxima and minima, iso‑perimetrical problems. Integrals with variable end points. Applications to problems in pure and applied mathematics; the principle of least action. Strong variations, the Weierstrass E‑function.",3,"","","The following courses must be completed previously: MATH 265, MATH 365, MATH 370 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"50","MATH 464","Real Analysis","Metric spaces; function spaces; compactness, completeness, fixed‑point theorems, Ascoli‑Arzela theorem, Weierstrass approximation theorem.",3,"","","The following courses must be completed previously: MATH 265, MATH 365 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"51","MATH 466","Complex Analysis II","Cauchy’s theorem, singularities, maximum modulus principle, uniqueness theorem, normal families, Riemann mapping theorem.",3,"","","The following courses must be completed previously: MATH 265, MATH 365, MATH 366 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"52","MATH 467","Measure Theory","Lebesque measure and integration on the real line, convergence theorems, absolute continuity, completeness of L2[0,1].",3,""," The following course must be completed previously or concurrently: MATH 464 or equivalent","The following courses must be completed previously: MATH 265, MATH 365",TRUE,FALSE,FALSE,FALSE,FALSE,""
"53","MATH 470","Abstract Algebra II","Introduction to rings, ideals, euclidean domains, principal ideal domains and unique factorization domains; polynomial rings.",3,"","","The following course must be completed previously: MATH 369 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"54","MATH 471","Abstract Algebra III","Rings and modules; structure theorem of modules over principal ideal domains. Noetherian rings and modules (including Hilbert basis theorem for rings and modules). Hilbert’s Nullstellensatz.",3,"Students who have received credit for MATH 491 may not take this course for credit","","The following course must be completed previously: MATH 470 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"55","MATH 472","Abstract Algebra IV","",3,"Students who have received credit for MATH 492 may not take this course for credit","","The following course must be completed previously: MATH 470 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"56","MATH 473","Partial Differential Equations","Canonical forms for second order linear equations with constant coefficients, classification of linear second order equations, method of separation of variables, first order PDE’s, method of characteristics. Non‑linear first order equations, complete integrals, Cauchy conditions, Cauchy‑Kowalewski theorem, Fourier and Laplace transforms, Green’s functions, integral representations, introduction to non‑linear PDE’s.",3,"Students who have received credit for MATH 371 may not take this course for credit","","The following course must be completed previously: MATH 370 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"57","MATH 474","Linear and Non‑Linear Dynamical Systems","Systems of linear differential equations; fundamental matrices; non‑homogeneous linear systems; non‑linear systems; solutions and trajectories; the phase plane; stability concepts; Liapounov’s second method; periodic solutions and limit cycles; introduction to boundary‑value problems and Sturm‑Liouville theory.",3,"Students who have received credit for MATH 373 may not take this course for credit","","The following courses must be completed previously: MATH 265, MATH 365 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"58","MATH 475","Discrete Dynamical Systems, Chaos and Fractals","Introduction to discrete dynamical modelling; periodic points; bifurcation; period three points; symbolic dynamics; chaos; transitivity; conjugacy; complex behaviour; introduction to fractals; computer simulations.",3,"Students who have received credit for MATH 379 may not take this course for credit","","The following courses must be completed previously: MATH 265, MATH 365 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"59","MATH 478","Non‑Linear Programming","Classical methods of optimization, Lagrange multipliers, Kuhn‑Tucker conditions; line search methods, quadratic programming, gradient methods, introduction to dynamic programming.",3,"Students who have received credit for MATH 436 may not take this course for credit","","The following course must be completed previously: MATH 361",TRUE,FALSE,FALSE,FALSE,FALSE,""
"60","MATH 479","Convex and Non‑Linear Analysis","Support and separation of convex sets, extreme point characterizations, convex and dual cones, Farkas’ theorem; minimax theorem of Game Theory, Legendre‑Fenchel conjugate, infimal convolution, subgradient calculus; Lagrangians, necessary and sufficient conditions for optimality in constrained minimization; the dual problem.",3,"","","The following course must be completed previously: MATH 365",TRUE,FALSE,FALSE,FALSE,FALSE,""
"61","MATH 480","Geometry and Topology","This is an introductory course in the geometric topology and differential geometry of surfaces. The topics covered will be selected from curvature, Theorema Egregium, Gauss‑Bonnet theorem, Euler characteristic, cohomology, homotopy groups, the applications of ideas and techniques from geometry and topology in knot or graph theory and map colourings. Notes: Students who have received credit for MATH 380 may not take this course for credit.",3,"Students who have received credit for MATH 380 may not take this course for credit","","The following courses must be completed previously: MATH 252, MATH 365, MATH 369",TRUE,FALSE,FALSE,FALSE,FALSE,""
"62","MATH 494","Topics in Pure and Applied Mathematics","Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",3,"","","",TRUE,FALSE,FALSE,FALSE,FALSE,"The content varies from term to term and from year to year  Students may re-register for this course, provided the course content has changed  Changes in content are indicated by the title of the course "
"63","MATH 495","Reading Course in Pure and Applied Mathematics","Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",3,"","","",FALSE,FALSE,FALSE,TRUE,FALSE,"The content varies from term to term and from year to year  Students may re-register for this course, provided the course content has changed  Changes in content are indicated by the title of the course "
"64","MATH 496","Honours Project in Pure and Applied Mathematics","Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",6,"","","",FALSE,FALSE,FALSE,FALSE,TRUE,""
"65","MAST 214","Calculus and Linear Algebra","Functions; maxima and minima. Velocity and acceleration. Iterative solution of equations, parametric equation of curves. Integrals; change of variables, integration by parts, double integrals, numerical integration. Conic sections. Matrices, determinants, eigen‑values, eigenvectors, system of equations. Series and their convergence. Introduction to vector space and complex numbers. Word problems.",6,"","","The following courses must be completed previously: Cegep Mathematics 105 or 201-NYC, 203 or 201- NYB",TRUE,FALSE,FALSE,FALSE,FALSE,"This course can be counted as an elective towards a 90-credit degree program, but must be taken before any other post-Cegep Mathematics course except for MAST 217, which may be taken concurrently  It must be taken, upon entry, by newly admitted students in the MATH/STAT Major who have less than 70% average in Cegep Mathematics courses "
"66","MAST 217","Introduction to Mathematical Thinking","This course aims to foster analytical thinking through a problem‑solving approach. Topics include construction of proofs, number systems, ordinality and cardinality, role of examples and counter examples, role of generalizations and specializations; role of symbols, notations and definitions; styles of mathematical discourse.",3,"Students who have received credit for COMP 232 or COMP 238 may not take this course for credit","","The following courses must be completed previously: MATH 203 and MATH 204, or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,"Students with more than 12 credits in post-Cegep Mathematics (excluding MAST 214) may not take this course for credit "
"67","MAST 218","Multivariable Calculus I","Vector geometry; lines and planes; curves in Rn; vector functions; vector differential calculus; extrema and Lagrange multipliers. Introduction to multiple integrals and coordinate transformations. Problem solving with a symbolic computation system, e.g. MAPLE.",3,"Students who have received credit for MATH 264 may not take this course for credit","","The following courses must be completed previously: MATH 204 and MATH 205, or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"68","MAST 219","Multivariable Calculus II","Vector integral calculus; line and surface integrals; Green’s, Stokes’ and Gauss’ theorems; coordinate transformations and Jacobians. Power series, applications. Problem solving with a symbolic computation system, e.g. MAPLE.",3,"Students who have received credit for MATH 265 may not take this course for credit","","The following course must be completed previously: MAST 218 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"69","MAST 221","Applied Probability","Counting rules, discrete probability distributions; random sampling; conditional probability; means and variances, normal and other continuous sampling distributions. Applications. Use of statistical software, e.g. MINITAB.",3,"Students enrolled in a Mathematics and Statistics program who take probability/statistics courses in other departments may not receive credit for this course Students who have received credit for STAT 249, COMP 233 or ECON 221 may not take this course for credit"," The following courses must be completed previously or concurrently: MAST 218 or equivalent","The following courses must be completed previously: MATH 204 and MATH 205, or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE," Please consult the Mathematics and Statistics undergraduate program advisor "
"70","MAST 223","Introduction to Stochastic Methods of Operations Research","Markov chains; queuing theory; inventory theory; Markov decision processes; applications to reliability.",3,"Students enrolled in a Mathematics and Statistics program who take probability/statistics courses in other departments may not receive credit for this course Students who have received credit for STAT 349 may not take this course for credit"," The following course must be completed previously or concurrently: MAST 219 or equivalent","The following course must be completed previously: MAST 221 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE," Please consult the Mathematics and Statistics undergraduate program advisor "
"71","MAST 232","Mathematics with Computer Algebra","An introduction to the use of a high‑level mathematical programming language (MAPLE or MATHEMATICA) as a practical aid in doing mathematics. Most classes are given in an interactive way in the computer laboratory. The emphasis is on applications, not on general programming techniques or abstract structures. The aim is to arrive at a sufficient working familiarity with the computer algebra language to permit its regular use in subsequent studies and applications. The commands and online resources are introduced through a review of arithmetic, complex numbers, algebra, Euclidean geometry, trigonometry, coordinate systems and graphing, elementary functions and transformations, series, derivatives, integrals, vectors and matrices. There may be additional topics from domains such as number theory, differential equations, integral transforms, probability and statistics.",3,"Students who have received credit for MAST 332 or COMP 367 or COMP 467 may not take this course for credit","","The following courses must be completed previously: MATH 204 and MATH 205, or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"72","MAST 234","Linear Algebra and Applications I","System of linear equations, matrix operations, echelon forms and LU‑factorization; Rn: subspaces, linear dependence, basis, dimension, matrix transformations; eigenvalues and eigenvectors in Rn and applications (e.g. Markov chains, dynamical systems). A symbolic computation system, e.g. MAPLE, is extensively used.",3,"Students who have received credit for MATH 251 or ECON 325 may not take this course for credit","","The following course must be completed previously: MATH 204 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"73","MAST 235","Linear Algebra and Applications II","Rn: Orthogonality, projections, Gram‑Schmidt method and QR‑factorization; applications to least square methods (data fitting, inconsistent systems). Symmetric matrices, principal axes theorem and applications. Special topics (e.g. coding theory, differential equations, error analysis). A symbolic computation system, e.g. MAPLE, is extensively used.",3,"Students who have received credit for MATH 252 may not take this course for credit","","",TRUE,FALSE,FALSE,FALSE,FALSE,""
"74","MAST 324","Introduction to Optimization","Introduction to the theory of optimization; linear programming; the simplex method; duality and transportation problem. Introduction to graphs and networks; applications. Use of computing softwares.",3,"Students who have received credit for MAST 224 or MATH 361 may not take this course for credit","","The following course must be completed previously: MATH 205 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"75","MAST 330","Differential Equations","First order differential equations; second order differential equations; Laplace transform methods; mathematical models and numerical methods.",3,"Students who have received credit for MATH 370 may not take this course for credit","","The following courses must be completed previously: MAST 219, and MAST 234 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"76","MAST 331","Mathematical Modelling","Introduction to mathematical modelling; predator‑prey models in biology, game theory, decision analysis, stability theory; modelling electric circuits.",3,""," The following course must be completed previously or concurrently: MAST 324","The following courses must be completed previously: MAST 221, MAST 234 (or equivalent)",TRUE,FALSE,FALSE,FALSE,FALSE,""
