"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Lecture","Lab","Tutorial","Reading","Research","Notes"
"19","ENGR 251","Thermodynamics I","Description: Basic principles of thermodynamics and their application to various systems composed of pure substances and their homogeneous non‑reactive mixtures. Simple power production and utilization cycles.",3,"","","The following course must be completed previously: MATH 203 (Cegep Mathematics 103)",TRUE,FALSE,TRUE,FALSE,FALSE,""
"20","ENGR 290","Introductory Engineering Team Design Project","Description: The introductory team design project introduces students to teamwork, project management, engineering design for a complex problem, technical writing and technical presentation in a team environment. Students work in teams and each team designs and builds a prototype defined by the Department. Students present their design and demonstrate that their design works in a competition at the end of the term. The students are also introduced to the basic principles of mechanics including the description of translational motion, rotational motion, forces and moments, work and energy, and they build a mechanical prototype to which the electronics and software are then added. A significant team project is required in this course.",3,"","","",TRUE,FALSE,TRUE,FALSE,FALSE,"All written documentation must follow the Concordia Form and Style guide  Students are responsible for obtaining this document before beginning the project "
"21","ENGR 301","Engineering Management Principles and Economics","Description: Introduction to project delivery systems. Principles of project management; role and activity of a manager; enterprise organizational charts; cost estimating; planning and control. Company finances; interest and time value of money; discounted cash flow; evaluation of projects in private and public sectors; depreciation methods; business tax regulations; decision tree; sensitivity analysis.",3,"","","",TRUE,FALSE,TRUE,FALSE,FALSE,""
"22","ENGR 308","Engineering C.Edge Option Reflective Learning III","Description: This course further expands on the students’ third C.Edge term in their related field of study to further develop their knowledge and work‑related skills.",3,"","","The following course must be completed previously: ENGR 208",TRUE,FALSE,FALSE,FALSE,FALSE,""
"23","ENGR 311","Transform Calculus and Partial Differential Equations","Description: Elements of complex variables. The Laplace transform: Laplace transforms and their properties, solution of linear differential equations with constant coefficients. Further theorems and their applications. The Fourier transform: orthogonal functions, expansion of a function in orthogonal functions, the Fourier series, the Fourier integral, the Fourier transform, the convolution theorem. Partial differential equations: physical foundations of partial differential equations, introduction to boundary value problems.",3,"","","The following courses must be completed previously: ENGR 213, ENGR 233",TRUE,FALSE,TRUE,FALSE,FALSE,""
"24","ENGR 361","Fluid Mechanics I","Description: Basic concepts and principles of fluid mechanics. Classification of fluid flow. Hydrostatic forces on plane and curved surfaces, buoyancy and stability, fluids in rigid body motion. Mass, momentum, and energy conservation integral equations. Bernoulli equation. Basic concepts of pipe and duct flow. Introduction to Navier‑Stokes equations. Similarity and model studies.",3,"","","The following courses must be completed previously: ENGR 213, ENGR 233, ENGR 251",TRUE,FALSE,TRUE,FALSE,FALSE,""
"25","ENGR 371","Probability and Statistics in Engineering","Description: Axioms of probability theory. Events. Conditional probability. Bayes theorem. Random variables. Mathematical expectation. Discrete and continuous probability density functions. Transformation of variables. Probabilistic models, statistics, and elements of hypothesis testing (sampling distributions and interval estimation). Introduction to statistical quality control. Applications to engineering problems.",3,"","","The following courses must be completed previously: ENGR 213, ENGR 233",TRUE,FALSE,TRUE,FALSE,FALSE,""
"26","ENGR 391","Numerical Methods in Engineering","Description:",3,"","","The following courses must be completed previously: ENGR 213, ENGR 233 ; COMP 248 or COEN 243 or MECH 215 or MIAE 215 or BCEE 231",TRUE,FALSE,TRUE,FALSE,FALSE,""
"27","ENGR 392","Impact of Technology on Society","Description: Social history of technology and of science including the industrial revolution and modern times. Engineering and scientific creativity, social and environmental problems created by uncontrolled technology, appropriate technology.",3,"","","The following courses must be completed previously: ENCS 282 ; ENGR 201, ENGR 202",TRUE,FALSE,FALSE,FALSE,FALSE,""
"28","ENGR 411","Special Technical Report","Description: Students must submit a report on a topic related to the students’ discipline and approved by the Department. The report must present a review of a current engineering problem, a proposal for a design project, or a current engineering practice.",1,"Students who have received credit for ENGR 410 may not take this course for credit","","The following course must be completed previously: ENCS 282",TRUE,FALSE,FALSE,FALSE,FALSE,""
"29","ENGR 412","Honours Research Project","Description: Students work on a research project in their area of concentration, selected in consultation with and conducted under the supervision of a faculty member of the Department. The student’s work must culminate in a final report, as well as an oral presentation. Students planning to register for this course should consult with the Department prior to term of planned registration. Intended for students with potential interest in graduate programs.",3,"","","The following course must be completed previously: ENCS 282",FALSE,FALSE,FALSE,FALSE,TRUE,"Must be approved by the Department prior to registration"
"30","ENGR 472","Robot Manipulators","Description: Spatial descriptions and transformations. Manipulator forward and inverse kinematics. Jacobians: velocities and static forces. Manipulator dynamics. Trajectory generation. Position control of manipulators. Force control of manipulators. Robot programming languages.",3.5,"","","The following course must be completed previously: ELEC 372 or MECH 371",TRUE,TRUE,FALSE,FALSE,FALSE,""
"31","ENGR 490","Multidisciplinary Capstone Design Project","Description: Students work on a supervised team project to solve a complex interdisciplinary design problem. The project is completed by a team of students from at least two different departments in Gina Cody School of Engineering and Computer Science. The project must provide clear goals for each discipline‑specific task and each student must have sufficient exposure to subjects in their program of study. Student eligibility and project topics for this course are subject to approval by the ENGR 490 Design Committee, which includes a member from each department in Gina Cody School of Engineering and Computer Science that offers undergraduate programs. This committee vets each project to ensure the clarity and scope of the goals and its relevance to the learning outcomes of students from each discipline. The project is carried out over both fall and winter terms. Students are expected to provide a preliminary project proposal, a progress and a final report (as a group); take part in group discussions in audit sessions during the design phase; and participate in a poster session involving individual oral presentations at the end of the winter term. In addition to the technical aspects, students are expected to learn how to evaluate their designs for compliance to regulations, environmental and societal expectations and economic issues. Students learn how to work in a multidisciplinary environment and receive exposure to entrepreneurial skills.",4,"","","",TRUE,TRUE,FALSE,FALSE,FALSE,"Students work in groups under direct supervision of a faculty member "
"32","ENGR 498","Topics in Engineering","Description: This course may be offered in a given year upon the authorization of the Gina Cody School of Engineering and Computer Science. The course content may vary from offering to offering.",3,"","","",FALSE,FALSE,FALSE,FALSE,FALSE,"This course may be offered in a given year upon the authorization of the GCS "
"33","AERO 201","Introduction to Flight and Aerospace Systems","Description: Introduction to flight vehicles in the atmosphere and in space; elements of aerodynamics, airfoils and wings; aerospace technologies including structures, materials and propulsion systems; elements of aircraft performance; basic principles of flight stability, control and systems integration; aspects of aircraft conceptual design.",4,"","","",TRUE,TRUE,FALSE,FALSE,FALSE,"Permission of the Department is required for non‑Aerospace Engineering students "
"34","AERO 290","Introduction to Aircraft Design","Description: Students taking this course will work as part of a multidisciplinary team to solve an assigned aerospace conceptual design problem. The course provides introductory, design‑related knowledge on aerospace design topics including structural layout, powerplant integration, integrated systems requirements (such as avionics, electrical, flight controls, hydraulic, fuel, air, pressurization) and preliminary performance predictions. Lectures instruct students on the conceptual design process; aircraft sizing including take‑off weight, empty weight and fuel‑fraction estimates; mission analysis and trade studies; airfoil selection; constraint diagrams for thrust‑to‑weight and wing loading estimation; fuselage layout, engines and control surface sizing; structural and systems layout; introductory stability, control and performance; and cost analysis methods.",3,"","","",TRUE,FALSE,TRUE,FALSE,FALSE,""
"35","AERO 371","Modelling and Control Systems","Description: Definition and classification of dynamic systems and components. Modelling of system components using ordinary differential equations: mechanical, electrical, electromechanical, and electrohydraulic subsystems in an airplane. Modelling of systems using transfer function models, block diagrams and signal flow graphs. Linearization of non‑linear systems. Transient and steady‑state characteristics of dynamic systems. Systems analyses using time domain methods, root‑locus methods, and frequency response methods. Characteristics and performance of linear feedback control systems. System stability. Proportional, integral and derivative controllers. Simulation technique using Matlab/Simulink.",3.5,"Students who have received credit for ELEC 372 or MECH 371 may not take this course for credit","","",TRUE,TRUE,TRUE,FALSE,FALSE,""
"36","AERO 390","Aerospace Engineering Design Project","Description: This course focuses on general design philosophy and the design process. The following topics are covered: design factors such as product safety, reliability, life cycle costs and manufacturability; design in the aerospace context (vehicle and system design with regard to mission requirements, configuration, sizing, loads, etc.); mathematical modelling, analysis, and validation; introduction to Computer‑Aided Design and Engineering (CAD and CAE); design documentation. A team‑based project in which an aerospace system/subsystem is designed, implemented, documented and presented is an intrinsic part of this course.",3,"","","",TRUE,FALSE,TRUE,FALSE,FALSE,""
"37","AERO 417","Standards, Regulations and Certification","Description: Overview of DoT and other international aviation standards (e.g. FAA), regulations and certification procedures; regulatory areas, namely, pilot training/testing, air traffic procedures, aircraft systems design and airworthiness; development process for new regulations and criteria for certification.",3,"Students who have received credit for ENGR 417 or for this topic under an ENGR 498 number may not take this course for credit","","",TRUE,FALSE,FALSE,FALSE,FALSE,""
"38","AERO 431","Principles of Aeroelasticity","Description: This course covers the following topics: aerodynamic loading of elastic airfoils; phenomenon of divergence; effect of flexible control surface on divergence of main structure; divergence of one‑ and two‑ dimensional wing models; phenomenon of flutter; flutter of two‑ and three‑dimensional wings; flutter prevention and control; panel flutter in high‑speed vehicles, flutter of turbomachine bladings, galloping vortex‑induced oscillations, bridge buffeting.",3,"Students who have received credit for MECH 431 may not take this course for credit","","",TRUE,FALSE,FALSE,FALSE,FALSE,""
"39","AERO 446","Aerospace Vehicle Performance","Description: Introduction to fixed‑wing aircraft operation. Flying environment and its measurement by aircraft instrumentation. Computation of lift and drag, effects of viscosity and compressibility. Review of piston, turboprop, turbojet and turbofan power plants. Operational performance of aircraft in climb, cruise, descent and on ground. Advanced aircraft systems. Operational considerations in aircraft design. Projects on selected topics.",3,"","","",TRUE,FALSE,TRUE,FALSE,FALSE,""
"40","AERO 455","AERO 455 Computational Fluid Dynamics for Aerospace Applications (3.75 credits)","Description: Introduction to computational methods in fluid dynamics using commercial CFD codes; aspects of geometry modelling, structured and unstructured grid generation, solution strategy, and post‑processing; conversion of CAD to CFD models; an overview of basic numerical methods for the Navier‑Stokes equations with emphasis on accuracy evaluation and efficiency. Elements of turbulence closure modelling. User‑defined function for customized physical models into commercial CFD codes.",3.75,"","","",TRUE,TRUE,FALSE,FALSE,FALSE,""
"41","AERO 462","Turbomachinery and Propulsion","Description: Aircraft design process, preliminary sizing and thrust requirements. Rotary and fixed wing aerodynamics and stability. Helicopter configurations. Structure and fatigue design considerations. Review of the gas turbine cycle and components arrangement. Turbo‑propulsion: turboprop, turbofan, turbojet and turboshafts. Energy transfer in turbo‑ machines: Euler equation, velocity triangles. Dimensional analysis of turbomachines. Flow in turbomachines. Three‑dimensional flow in turbomachines. Mechanisms of losses in turbomachines. Axial‑flow turbines and compressors. Centrifugal compressors. Compressor and turbine performance maps; surge and stall.",3," Students who have received credit for MECH 462 may not take this course for credit  Students who have received credit for MECH 468 may not take this course for credit","","The following courses must be completed previously: MECH 351, MECH 361",TRUE,FALSE,TRUE,FALSE,FALSE,"This course is equivalent to MECH 462 "
"42","AERO 464","Aerodynamics","Description: Flow conservation equations, incompressible Navier‑Stokes equations, inviscid irrotational and rotational flows: the Euler equations, the potential and stream function equations. Dynamics of an incompressible inviscid flow field: the Kelvin, Stokes, and Helmholtz theorems. Elementary flows and their superposition, panel method for non‑lifting bodies. Airfoil and wing characteristics, aerodynamic forces and moments coefficients. Incompressible flows around thin airfoils, Biot‑Savart law, vortex sheets. Incompressible flow around thick airfoils, the panel method for lifting bodies. Incompressible flow around wings, Prandtl’s lifting line theory, induced angle and down‑wash, unswept wings, swept wings. Compressible subsonic flow: linearized theory, Prandlt‑Glauert equation and other compressibility correction rules, the area rule. Transonic flow: Von Karman’s ransonic small disturbance equation, transonic full potential equation, super‑critical airfoils.",3," Students who have received credit for MECH 464 may not take this course for credit","","",TRUE,FALSE,TRUE,FALSE,FALSE,"This course is equivalent to MECH 464 "
"43","AERO 465","Gas Turbine Design","Description: Review of turbo‑propulsion types and energy transfer in turbomachines. Two‑ and three‑dimensional flow. Lift and drag for airfoils. Cascade tests and correlations. Aerodynamic losses: physics, mechanisms, control of viscous effects. Preliminary and detailed design of turbines and compressors. Structural and thermal design requirements. Failure considerations: creep, fatigue and corrosion. Performance matching. Combustion and gearbox design. Air and oil systems design requirements. Installations and acoustics. Evolution of design. Recent trends in technologies.",3.5," Students who have received credit for MECH 465 may not take this course for credit","","",TRUE,TRUE,FALSE,FALSE,FALSE,"This course is equivalent to MECH 465 "
"44","AERO 471","Aircraft Hydro‑Mechanical and Fuel Systems","Description: This course focuses on design principles and sizing of the following aircraft systems: hydraulic system, primary and secondary flight control actuation systems, landing gear systems, and fuel system. Traditional and new technology implementations in aircraft, helicopters and other aerospace vehicles are considered. Associated standards and regulations are described. Principles of architecture development and integration, as well as engineering tools for system sizing and simulation, are covered.",3.5,"","","",TRUE,TRUE,FALSE,FALSE,FALSE,""
"45","AERO 472","Aircraft Pneumatic and Electrical Power Systems","Description: This course focuses on design principles and sizing of the following aircraft systems: electrical power system, auxiliary and emergency power systems, environmental control system, ice and rain protection system, and pneumatic power system. Traditional and new technology implementations in aircraft, helicopters and other aerospace vehicles are considered. Associated standards and regulations are described. Principles of architecture development and integration, as well as engineering tools for system sizing and simulation, are covered. A project is required, including a laboratory component.",3.5,"","","",TRUE,TRUE,FALSE,FALSE,FALSE,""
"46","AERO 480","Flight Control Systems","Description: Basic flight control and flight dynamics principles. Aircraft dynamic equations and performance data. Implementation of aircraft control: control surfaces and their operations, development of thrust and its control; autopilot systems, their algorithms, dynamics and interaction problems. Flight instruments, principles of operation and dynamics. Cockpit layouts — basic configuration, ergonomic design, control field forces; advanced concepts in instruments, avionics and displays; HUD; flight management systems, and communication equipment. Introduction to flight simulation: overview of visual, audio and motion simulator systems; advanced concepts in flight simulators.",3.5," Students who have received credit for ELEC 415 or MECH 480 may not take this course for credit","","",TRUE,TRUE,FALSE,FALSE,FALSE,"This course is equivalent to ELEC 415 and to MECH 480 "
"47","AERO 481","Materials Engineering for Aerospace","Description: Different types of materials used in aerospace. Metals, composites, ceramics, polymers. Failure prediction and prevention. Modes of material failure, fracture, fatigue, creep, corrosion, impact. Effect of high temperature and multiaxial loadings. High temperature materials. Cumulative damage in fatigue and creep. Materials selection.",3.5," Students who have received credit for MECH 481 may not take this course for credit  Students who have received credit for MECH 321 may not take this course for credit","","",TRUE,TRUE,FALSE,FALSE,FALSE,"This course is equivalent to MECH 481 "
"48","AERO 482","Avionic Navigation Systems","Description: Basics of modern electronic navigation systems, history of air navigation, earth coordinate and mapping systems; basic theory and analysis of modern electronic navigation instrumentation, communication and radar systems, approach aids, airborne systems, transmitters and antenna coverage; noise and losses, target detection, digital processing, display systems and technology; demonstration of avionic systems using flight simulator.",3," Students who have received credit for ELEC 416 or MECH 482 may not take this course for credit","","",TRUE,FALSE,FALSE,FALSE,FALSE,"This course is equivalent to ELEC 416 and to MECH 482 "
"49","AERO 483","Integration of Avionics Systems","Description: Introduction to the basic principles of integration of avionics systems; review of Earth’s geometry and Newton’s laws; inertial navigation sensors and systems (INS); errors and uncertainty in navigation; Global Positioning System (GPS); differential and carrier tracking GPS applications; terrestrial radio navigation systems; Kalman filtering; integration of navigation systems using Kalman filtering; integration of GPS and INS using Kalman filtering.",3," Students who have received credit for ENGR 418 may not take this course for credit","","",TRUE,FALSE,FALSE,FALSE,FALSE,"This course is equivalent to ENGR 418 "
"50","AERO 485","Introduction to Space Systems","Description: Classification of space propulsion systems; Tsiolkovskj’s equation; ideal rocket and nozzle design; flight performance; basic orbital mechanics; chemical propellant rocket performance analysis; fundamentals of liquid and solid propellant rocket motors; electric, solar, fusion thruster.",3," Students who have received credit for MECH 485 or for this topic under a MECH 498 number may not take this course for credit","","",TRUE,FALSE,FALSE,FALSE,FALSE,"This course is equivalent to MECH 485 "
"51","AERO 486","Aircraft Stress Analysis","Description: Definition of load paths in typical aircraft structures. Derivation of analysis procedures to enable the designer to size preliminary designs. Internal shear flow distributions that balance external loads. Stress analysis of open and closed cell beams; statically indeterminate beams and frames; single and multi cell torque boxes; symmetric heavy fuselage frames. Structural instability of columns, beams, plates and flanges in compression and shear. Centres of twist and flexure; structural warping; margins of safety; concepts of optimum design; lug analysis and mechanical joints; matrix analysis methods leading to the Finite Element method. Stress analysis of thin‑walled metallic structures.",3," Students who have received credit for MECH 486 may not take this course for credit","","",TRUE,FALSE,FALSE,FALSE,FALSE,"This course is equivalent to MECH 486 "
"52","AERO 487","Design of Aircraft Structures","Description: Design process for aircraft structures. Aero/performance aspects of aircraft structures. Airworthiness and design considerations. Materials. Static, vibratory and aeroelastic loadings. Propulsion‑induced loadings. Functions and fabrication of structural components. Design for buckling of aircraft structures: local buckling, instability of stiffened panels, flexural torsional buckling. Design for fracture and fatigue failures. Stress analysis and design of wings, fuselages, stringers, fuselage frames, wing ribs, cut‑outs in wings and fuselages, and laminated structures. Design using Finite Element Method. Concept of Optimum Design of Aircraft Structures. Design case studies.",3," Students who have received credit for MECH 487 may not take this course for credit","","",TRUE,FALSE,FALSE,FALSE,FALSE,"This course is equivalent to MECH 487 "
"53","AERO 490","Capstone Aerospace Engineering Design Project","Description: This course includes a supervised design, simulation or experimental capstone design project including a preliminary project proposal with complete project plan and a technical report at the end of the fall term; a final report by the group and presentation at the end of the winter term.",4,"","","",TRUE,TRUE,FALSE,FALSE,FALSE,"Students will work in groups under direct supervision of a faculty member  With permission of the Department, students may enrol in MECH 490 instead of AERO 490 on the condition that they choose to complete an aerospace‑oriented project "
"54","BCEE 231","Structured Programming and Applications for Building and Civil Engineers","Description: Elements of procedural programming: variables, primitive data types, scope, operators and expressions, control structures, functions, derived data types and basic data structures. Program structure and development: specifications, analysis of requirements, flow charting, incremental development, testing, validation and program documenting. Application of procedural programming, graphics and numerical tool box to mathematics and building, civil and environmental engineering.",3,"","","",TRUE,FALSE,TRUE,FALSE,FALSE,""
"55","BCEE 342","Structural Analysis I","Description: Analysis of statically determinate structures: deflections, strain energy concepts, virtual work principles. Mueller Breslau principle, influence lines. Approximate methods for statically indeterminate structures. Collapse load analysis. Cables and Arches. Computer applications.",3,"","","",TRUE,FALSE,TRUE,FALSE,FALSE,""
"56","BCEE 343","Structural Analysis II","Description: Analysis of statically indeterminate structures: the methods of consistent deformations, slope deflection, and moment distribution. Application of virtual work principles. Introduction to matrix methods. Computer applications.",3,"","","",TRUE,FALSE,TRUE,FALSE,FALSE,""
"57","BCEE 344","Structural Design of Steel and Wood Elements","Description: This course covers the following topics: basis for limit states design, code requirements, structural steel design: tension and compression members, beams and beam‑columns, connections, design of timber members.",3,"","","",TRUE,FALSE,TRUE,FALSE,FALSE,""
"58","BCEE 345","Structural Design of Reinforced Concrete Elements","Description: This course covers the behaviour of reinforced concrete elements in flexure, compression, shear and bond. Other topics covered in the course are limit states design of reinforced concrete beams, one‑way slabs, columns, and footings; serviceability limits states; introduction to prestressed concrete and masonry structures.",3,"","","",TRUE,FALSE,TRUE,FALSE,FALSE,""
"59","BCEE 371","Surveying","Description: Elementary operations employed in engineering surveying; use, care, and adjustment of instruments; linear and angular measurements; traversing; earthwork calculations; theory of errors; horizontal and vertical curves and curve layout; slope stakes and grades, application of surveying methods to city, topographic surveying, and introduction to advanced surveying techniques; use of digital computers in surveying calculations. Summer school taken before entering second year of study in the BEng program.",3,"","","",TRUE,FALSE,FALSE,FALSE,FALSE,""
"60","BCEE 432","Soil Mechanics","Description: This course covers the geological origin of soils, basic principles of physical geology with emphasis on topics related to soil mechanics; definition of the index properties and classification of soils and weight‑volume relationships; the characterization of soils structure and moisture‑density relationships; the definition of permeability, deformation, and strength of soils; the principle of total and effective stresses as related to soils; the characterization of steady stage seepage through isotropic soil media; the analysis of stress distribution due to external loads and evaluation of total settlements; brief outline of theory of consolidation; introduction to the fundamentals of stability of earth retaining walls, slopes, and footings.",3.5,"","","The following course must be completed previously: ENGR 244",TRUE,TRUE,TRUE,FALSE,FALSE,""
"61","BCEE 451","Construction Engineering","Description: The nature of construction and the environment in which the industry works; organizational structures for project delivery; construction contracts and documents; introduction to construction processes: excavation and site works, foundation layout, concrete form design, concrete, steel, timber, and masonry construction; project planning, scheduling, and control; construction safety.",3,"","","",TRUE,FALSE,FALSE,FALSE,FALSE,""
"62","BCEE 452","Fundamentals of Finite Element Analysis of Structures","Description: Matrix formulation of the force and of the displacement methods of analysis. Direct stiffness approach; finite element methods for structural analysis. Truss, beam, plane strain, plane stress, shell and solid elements. Computer applications.",3,"","","",TRUE,FALSE,FALSE,FALSE,FALSE,""
"63","BCEE 455","Introduction to Structural Dynamics","Description: Dynamic response of simple structural systems. Effects of blast, wind, traffic, and machinery vibrations. Basic concepts in earthquake resistant design. Computer applications.",3,"","","",TRUE,FALSE,FALSE,FALSE,FALSE,""
"64","BCEE 464","Project Cost Estimating","Description: Techniques and procedures used for estimating cost of construction projects. Cost estimation process; elements of project cost; conceptual and detailed cost estimation methods; risk assessment and range estimating; case studies; computer‑aided estimating.",3,"","","",TRUE,FALSE,FALSE,FALSE,FALSE,""
"65","BCEE 465","Construction Planning and Control","Description: This course covers the following topics: methods of delivering construction, contractual relationships and organizational structures, phases of project development, estimating resource requirements, costs and durations, bidding strategies, network analysis using CPM and PERT, time‑cost trade‑off, resource allocation, cash flow analysis, earned‑value concept for integrated time and cost control, quality control, and value engineering.",3,"","","",TRUE,FALSE,FALSE,FALSE,FALSE,""
"66","BCEE 466","Simulations and Design of Construction Operations","Description: Principles of modelling and simulation. Classification and validation of simulation models. Analysis of input data and outputs. Object Oriented Simulation (OOS). Simulation languages. Application of discrete event simulation in construction operations including earthmoving operations, building construction operations, and tunnelling operations.",3,"","","",TRUE,FALSE,FALSE,FALSE,FALSE,""
"67","BCEE 478","Project Management for Construction","Description: This course introduces project management techniques in construction, including project delivery methods, construction contracts, cost estimating and bidding planning and scheduling, cash flow analysis, project tracking, control and computer applications.",3,"Students who have received credit for BLDG 478 may not take this course for credit","","",TRUE,FALSE,FALSE,FALSE,FALSE,""
